Rk,Unnamed: 1,Salary,Team,Season
1,Danilo Gallinari,"$19,500,000",ATL,2021
2,Bogdan BogdanoviÄ,"$18,000,000",ATL,2021
3,Clint Capela,"$16,000,000",ATL,2021
4,Tony Snell,"$12,178,571",ATL,2021
5,Lou Williams,"$8,000,000",ATL,2021
6,De'Andre Hunter,"$7,422,000",ATL,2021
7,Trae Young,"$6,571,800",ATL,2021
8,Onyeka Okongwu,"$5,813,640",ATL,2021
9,Kris Dunn,"$4,767,000",ATL,2021
10,Cam Reddish,"$4,458,000",ATL,2021
11,John Collins,"$4,137,302",ATL,2021
12,Kevin Huerter,"$2,761,920",ATL,2021
13,Brandon Goodwin,"$1,701,593",ATL,2021
14,Solomon Hill,"$1,620,564",ATL,2021
15,Bruno Fernando,"$1,517,981",ATL,2021
16,Khyri Thomas,"$744,684",ATL,2021
17,Nathan Knight,$0,ATL,2021
18,Skylar Mays,$0,ATL,2021
