G,Date,Start (ET),Unnamed: 3,Unnamed: 4,Unnamed: 5,Opponent,Unnamed: 7,Unnamed: 8,Tm,Opp,W,L,Streak,Attend.,LOG,Notes,Team,Season
1,"Wed, Oct 19, 2022",7:30p,,Box Score,,Cleveland Cavaliers,W,,108,105,1,0,W 1,19800,2:19,,TOR,2023
2,"Fri, Oct 21, 2022",7:30p,,Box Score,@,Brooklyn Nets,L,,105,109,1,1,L 1,17732,2:15,,TOR,2023
3,"Sat, Oct 22, 2022",8:00p,,Box Score,@,Miami Heat,L,,109,112,1,2,L 2,19600,2:29,,TOR,2023
4,"Mon, Oct 24, 2022",7:30p,,Box Score,@,Miami Heat,W,,98,90,2,2,W 1,19600,2:13,,TOR,2023
5,"Wed, Oct 26, 2022",7:30p,,Box Score,,Philadelphia 76ers,W,,119,109,3,2,W 2,19800,2:02,,TOR,2023
6,"Fri, Oct 28, 2022",7:30p,,Box Score,,Philadelphia 76ers,L,,90,112,3,3,L 1,19800,2:05,,TOR,2023
7,"Mon, Oct 31, 2022",7:30p,,Box Score,,Atlanta Hawks,W,,139,109,4,3,W 1,19800,2:13,,TOR,2023
8,"Wed, Nov 2, 2022",8:00p,,Box Score,@,San Antonio Spurs,W,,143,100,5,3,W 2,12155,2:04,,TOR,2023
9,"Fri, Nov 4, 2022",8:30p,,Box Score,@,Dallas Mavericks,L,,110,111,5,4,L 1,20177,2:21,,TOR,2023
10,"Sun, Nov 6, 2022",6:00p,,Box Score,,Chicago Bulls,W,,113,104,6,4,W 1,19800,2:03,,TOR,2023
11,"Mon, Nov 7, 2022",8:45p,,Box Score,@,Chicago Bulls,L,,97,111,6,5,L 1,21142,2:11,,TOR,2023
12,"Wed, Nov 9, 2022",7:30p,,Box Score,,Houston Rockets,W,,116,109,7,5,W 1,19800,2:13,,TOR,2023
13,"Fri, Nov 11, 2022",8:00p,,Box Score,@,Oklahoma City Thunder,L,,113,132,7,6,L 1,16104,2:05,,TOR,2023
14,"Sat, Nov 12, 2022",7:00p,,Box Score,@,Indiana Pacers,L,,104,118,7,7,L 2,13089,2:17,,TOR,2023
15,"Mon, Nov 14, 2022",7:00p,,Box Score,@,Detroit Pistons,W,,115,111,8,7,W 1,16988,2:24,,TOR,2023
16,"Wed, Nov 16, 2022",7:30p,,Box Score,,Miami Heat,W,,112,104,9,7,W 2,19800,2:16,,TOR,2023
17,"Sat, Nov 19, 2022",6:00p,,Box Score,@,Atlanta Hawks,L,OT,122,124,9,8,L 1,18051,2:40,,TOR,2023
18,"Wed, Nov 23, 2022",7:30p,,Box Score,,Brooklyn Nets,L,,98,112,9,9,L 2,19800,2:04,,TOR,2023
19,"Sat, Nov 26, 2022",5:00p,,Box Score,,Dallas Mavericks,W,,105,100,10,9,W 1,19800,2:24,,TOR,2023
20,"Mon, Nov 28, 2022",7:30p,,Box Score,,Cleveland Cavaliers,W,,100,88,11,9,W 2,19800,2:00,,TOR,2023
21,"Wed, Nov 30, 2022",8:00p,,Box Score,@,New Orleans Pelicans,L,,108,126,11,10,L 1,14845,2:09,,TOR,2023
22,"Fri, Dec 2, 2022",7:30p,,Box Score,@,Brooklyn Nets,L,,105,114,11,11,L 2,17732,2:17,,TOR,2023
23,"Sat, Dec 3, 2022",8:00p,,Box Score,,Orlando Magic,W,,121,108,12,11,W 1,19800,2:12,,TOR,2023
24,"Mon, Dec 5, 2022",7:30p,,Box Score,,Boston Celtics,L,,110,116,12,12,L 1,19800,2:11,,TOR,2023
25,"Wed, Dec 7, 2022",7:30p,,Box Score,,Los Angeles Lakers,W,,126,113,13,12,W 1,19800,2:11,,TOR,2023
26,"Fri, Dec 9, 2022",7:00p,,Box Score,@,Orlando Magic,L,,109,113,13,13,L 1,17008,2:11,,TOR,2023
27,"Sun, Dec 11, 2022",6:00p,,Box Score,@,Orlando Magic,L,,99,111,13,14,L 2,16891,2:24,,TOR,2023
28,"Wed, Dec 14, 2022",7:30p,,Box Score,,Sacramento Kings,L,,123,124,13,15,L 3,19800,2:16,,TOR,2023
29,"Fri, Dec 16, 2022",7:30p,,Box Score,,Brooklyn Nets,L,,116,119,13,16,L 4,19800,,,TOR,2023
30,"Sun, Dec 18, 2022",6:00p,,Box Score,,Golden State Warriors,L,,110,126,13,17,L 5,19800,2:19,,TOR,2023
31,"Mon, Dec 19, 2022",7:00p,,Box Score,@,Philadelphia 76ers,L,OT,101,104,13,18,L 6,20408,2:30,,TOR,2023
32,"Wed, Dec 21, 2022",7:30p,,Box Score,@,New York Knicks,W,,113,106,14,18,W 1,19294,2:15,,TOR,2023
33,"Fri, Dec 23, 2022",7:30p,,Box Score,@,Cleveland Cavaliers,W,,118,107,15,18,W 2,19432,2:04,,TOR,2023
34,"Tue, Dec 27, 2022",7:30p,,Box Score,,Los Angeles Clippers,L,,113,124,15,19,L 1,19800,2:09,,TOR,2023
35,"Thu, Dec 29, 2022",7:30p,,Box Score,,Memphis Grizzlies,L,,106,119,15,20,L 2,19800,2:11,,TOR,2023
36,"Fri, Dec 30, 2022",7:30p,,Box Score,,Phoenix Suns,W,,113,104,16,20,W 1,19800,2:19,,TOR,2023
37,"Mon, Jan 2, 2023",7:00p,,Box Score,@,Indiana Pacers,L,,114,122,16,21,L 1,14054,2:25,,TOR,2023
38,"Wed, Jan 4, 2023",7:30p,,Box Score,,Milwaukee Bucks,L,OT,101,104,16,22,L 2,19800,2:44,,TOR,2023
