Rk,Player,Age,Pos,G,GS,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd,Awards,Team,Season
1.0,Andrew Wiggins,25.0,PF,71,71,2364,0,0,47,51,3,0.1,-2.3,56,36,96,16,125,6,428,30,44,,GSW,2021
2.0,Stephen Curry,32.0,PG,63,63,2152,100,0,0,0,0,4.0,8.6,115,58,46,13,152,14,843,45,56,"MVP-3,AS,NBA1",GSW,2021
3.0,Draymond Green,30.0,PF,63,63,1982,0,0,0,60,40,4.9,9.6,148,16,100,16,41,30,1333,14,15,"DPOY-3,DEF1",GSW,2021
4.0,Kelly Oubre Jr.,25.0,SF,55,50,1687,0,33,40,25,2,-5.3,-12.1,26,23,60,11,92,23,173,24,53,,GSW,2021
5.0,Kent Bazemore,31.0,SF,67,18,1333,0,39,43,17,1,6.7,9.5,40,24,75,9,35,19,261,8,14,,GSW,2021
6.0,Kevon Looney,24.0,C,61,34,1161,0,0,0,0,100,6.5,8.4,11,8,77,12,20,4,296,4,14,,GSW,2021
7.0,Juan Toscano-Anderson,27.0,SG,53,16,1107,0,40,47,12,1,3.8,4.3,29,15,54,13,13,11,367,5,13,,GSW,2021
8.0,Damion Lee,28.0,SG,57,1,1079,0,61,36,3,0,0.9,0.0,17,6,41,5,14,16,178,5,3,,GSW,2021
9.0,Jordan Poole,21.0,SG,51,7,988,28,55,14,3,0,-0.1,-1.4,20,18,41,3,53,6,241,12,17,,GSW,2021
10.0,James Wiseman,19.0,C,39,27,836,0,0,0,0,100,-10.2,-14.6,12,16,84,15,40,4,65,10,21,,GSW,2021
11.0,Mychal Mulder,26.0,PG,60,6,766,33,67,0,0,0,3.1,3.0,6,6,30,1,10,6,65,1,5,,GSW,2021
12.0,Eric Paschall,24.0,PF,40,2,695,0,0,2,33,65,-6.7,-9.4,9,17,33,13,51,3,139,16,25,,GSW,2021
13.0,Brad Wanamaker,31.0,PG,39,0,625,66,33,1,0,0,0.0,-1.1,17,9,23,2,27,7,248,8,22,,GSW,2021
14.0,Nico Mannion,19.0,PG,30,1,364,98,2,0,0,0,-9.3,-11.3,18,5,19,1,12,5,168,2,7,,GSW,2021
15.0,Alen SmailagiÄ,20.0,PF,15,1,84,0,0,0,20,80,-15.4,-16.7,4,1,7,0,1,0,9,0,2,,GSW,2021
16.0,Gary Payton II,28.0,PG,10,0,40,2,41,57,0,0,8.7,7.9,1,0,4,0,2,0,3,2,0,,GSW,2021
17.0,Marquese Chriss,23.0,PF,2,0,27,0,0,0,9,91,-44.3,-45.5,1,0,1,1,2,0,5,0,1,,GSW,2021
18.0,Jordan Bell,26.0,C,1,0,15,0,0,0,0,100,1.6,0.8,1,0,2,0,0,0,5,0,0,,GSW,2021
,Team Totals,,,72,72,17305,20,20,20,20,20,0.9,0.8,531,258,793,131,690,154,4827,186,312,,GSW,2021
