Unnamed: 0_level_1,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,eFG%,TOV%,ORB%,FT/FGA,eFG%,TOV%,DRB%,FT/FGA,Arena,Attendance,Team,Season
Team,35,47,32,50,-3.38,0.15,-3.23,111.1,114.5,97.0,0.252,0.356,0.532,12.1,20.9,0.197,0.529,10.7,76.9,0.202,Capital One Arena,637215,WAS,2022
Lg Rank,21,10,23,23,23.0,8.0,23.0,21.0,25.0,23.0,13.0,26.0,18.0,12.0,26.0,14.0,13.0,30.0,14.0,24.0,,23,WAS,2022
