G,Date,Start (ET),Unnamed: 3,Unnamed: 4,Unnamed: 5,Opponent,Unnamed: 7,Unnamed: 8,Tm,Opp,W,L,Streak,Attend.,LOG,Notes,Team,Season
1,"Wed, Dec 23, 2020",10:30p,,Box Score,@,Phoenix Suns,L,,102,106,0,1,L 1,,2:25,,DAL,2021
2,"Fri, Dec 25, 2020",8:00p,,Box Score,@,Los Angeles Lakers,L,,115,138,0,2,L 2,,2:26,,DAL,2021
3,"Sun, Dec 27, 2020",3:30p,,Box Score,@,Los Angeles Clippers,W,,124,73,1,2,W 1,,2:04,,DAL,2021
4,"Wed, Dec 30, 2020",8:30p,,Box Score,,Charlotte Hornets,L,,99,118,1,3,L 1,,2:20,,DAL,2021
5,"Fri, Jan 1, 2021",7:00p,,Box Score,,Miami Heat,W,,93,83,2,3,W 1,,2:12,,DAL,2021
6,"Sun, Jan 3, 2021",8:00p,,Box Score,@,Chicago Bulls,L,,108,118,2,4,L 1,,2:26,,DAL,2021
7,"Mon, Jan 4, 2021",8:00p,,Box Score,@,Houston Rockets,W,,113,100,3,4,W 1,3070,2:20,,DAL,2021
8,"Thu, Jan 7, 2021",10:00p,,Box Score,@,Denver Nuggets,W,OT,124,117,4,4,W 2,,2:37,,DAL,2021
9,"Sat, Jan 9, 2021",8:30p,,Box Score,,Orlando Magic,W,,112,98,5,4,W 3,,2:07,,DAL,2021
10,"Wed, Jan 13, 2021",7:00p,,Box Score,@,Charlotte Hornets,W,,104,93,6,4,W 4,,2:02,,DAL,2021
11,"Fri, Jan 15, 2021",7:30p,,Box Score,@,Milwaukee Bucks,L,,109,112,6,5,L 1,,2:21,,DAL,2021
12,"Sun, Jan 17, 2021",3:00p,,Box Score,,Chicago Bulls,L,,101,117,6,6,L 2,,2:13,,DAL,2021
13,"Mon, Jan 18, 2021",7:30p,,Box Score,@,Toronto Raptors,L,,93,116,6,7,L 3,,2:14,,DAL,2021
14,"Wed, Jan 20, 2021",7:00p,,Box Score,@,Indiana Pacers,W,,124,112,7,7,W 1,,2:09,,DAL,2021
15,"Fri, Jan 22, 2021",8:30p,,Box Score,@,San Antonio Spurs,W,,122,117,8,7,W 2,,2:13,,DAL,2021
16,"Sat, Jan 23, 2021",9:00p,,Box Score,,Houston Rockets,L,,108,133,8,8,L 1,,2:14,,DAL,2021
17,"Mon, Jan 25, 2021",8:30p,,Box Score,,Denver Nuggets,L,,113,117,8,9,L 2,,2:20,,DAL,2021
