G,Date,Start (ET),Unnamed: 3,Unnamed: 4,Unnamed: 5,Opponent,Unnamed: 7,Unnamed: 8,Tm,Opp,W,L,Streak,Attend.,LOG,Notes,Team,Season
1,"Tue, Oct 24, 2023",10:00p,,Box Score,@,Golden State Warriors,W,,108,104,1,0,W 1,18064,2:33,,PHO,2024
2,"Thu, Oct 26, 2023",10:00p,,Box Score,@,Los Angeles Lakers,L,,95,100,1,1,L 1,18997,2:26,,PHO,2024
3,"Sat, Oct 28, 2023",10:00p,,Box Score,,Utah Jazz,W,,126,104,2,1,W 1,17071,2:13,,PHO,2024
4,"Tue, Oct 31, 2023",10:00p,,Box Score,,San Antonio Spurs,L,,114,115,2,2,L 1,17071,2:28,,PHO,2024
5,"Thu, Nov 2, 2023",10:00p,,Box Score,,San Antonio Spurs,L,,121,132,2,3,L 2,17071,2:17,,PHO,2024
6,"Sat, Nov 4, 2023",1:00p,,Box Score,@,Philadelphia 76ers,L,,100,112,2,4,L 3,19796,2:18,,PHO,2024
7,"Sun, Nov 5, 2023",3:00p,,Box Score,@,Detroit Pistons,W,,120,106,3,4,W 1,20062,2:17,,PHO,2024
8,"Wed, Nov 8, 2023",8:00p,,Box Score,@,Chicago Bulls,W,OT,116,115,4,4,W 2,18220,2:36,,PHO,2024
9,"Fri, Nov 10, 2023",10:00p,,Box Score,,Los Angeles Lakers,L,,119,122,4,5,L 1,17071,2:33,In-Season Tournament,PHO,2024
10,"Sun, Nov 12, 2023",8:00p,,Box Score,,Oklahoma City Thunder,L,,99,111,4,6,L 2,17071,2:15,,PHO,2024
11,"Wed, Nov 15, 2023",9:00p,,Box Score,,Minnesota Timberwolves,W,,133,115,5,6,W 1,17071,2:07,,PHO,2024
12,"Fri, Nov 17, 2023",10:00p,,Box Score,@,Utah Jazz,W,,131,128,6,6,W 2,18206,2:28,In-Season Tournament,PHO,2024
13,"Sun, Nov 19, 2023",8:00p,,Box Score,@,Utah Jazz,W,2OT,140,137,7,6,W 3,18206,2:51,,PHO,2024
14,"Tue, Nov 21, 2023",9:00p,,Box Score,,Portland Trail Blazers,W,,120,107,8,6,W 4,17071,2:16,In-Season Tournament,PHO,2024
15,"Wed, Nov 22, 2023",10:00p,,Box Score,,Golden State Warriors,W,,123,115,9,6,W 5,17071,2:45,,PHO,2024
16,"Fri, Nov 24, 2023",5:00p,,Box Score,@,Memphis Grizzlies,W,,110,89,10,6,W 6,17794,2:06,In-Season Tournament,PHO,2024
17,"Sun, Nov 26, 2023",6:00p,,Box Score,@,New York Knicks,W,,116,113,11,6,W 7,19812,2:25,,PHO,2024
18,"Wed, Nov 29, 2023",7:30p,,Box Score,@,Toronto Raptors,L,,105,112,11,7,L 1,19800,2:12,,PHO,2024
19,"Fri, Dec 1, 2023",10:00p,,Box Score,,Denver Nuggets,L,,111,119,11,8,L 2,17071,2:21,,PHO,2024
20,"Sat, Dec 2, 2023",9:00p,,Box Score,,Memphis Grizzlies,W,,116,109,12,8,W 1,17071,2:27,,PHO,2024
21,"Tue, Dec 5, 2023",10:00p,,Box Score,@,Los Angeles Lakers,L,,103,106,12,9,L 1,18664,2:28,In-Season Tournament,PHO,2024
22,"Fri, Dec 8, 2023",9:00p,,Box Score,,Sacramento Kings,L,,106,114,12,10,L 2,17071,2:15,,PHO,2024
23,"Tue, Dec 12, 2023",10:00p,,Box Score,,Golden State Warriors,W,,119,116,13,10,W 1,17071,2:38,,PHO,2024
24,"Wed, Dec 13, 2023",9:00p,,Box Score,,Brooklyn Nets,L,,112,116,13,11,L 1,17071,2:20,,PHO,2024
25,"Fri, Dec 15, 2023",10:00p,,Box Score,,New York Knicks,L,,122,139,13,12,L 2,17071,2:23,,PHO,2024
26,"Sun, Dec 17, 2023",8:00p,,Box Score,,Washington Wizards,W,,112,108,14,12,W 1,17071,2:26,,PHO,2024
27,"Tue, Dec 19, 2023",10:00p,,Box Score,@,Portland Trail Blazers,L,,104,109,14,13,L 1,18233,2:17,,PHO,2024
28,"Fri, Dec 22, 2023",10:00p,,Box Score,@,Sacramento Kings,L,,105,120,14,14,L 2,17794,2:18,,PHO,2024
29,"Mon, Dec 25, 2023",10:30p,,Box Score,,Dallas Mavericks,L,,114,128,14,15,L 3,17071,2:26,,PHO,2024
30,"Wed, Dec 27, 2023",8:00p,,Box Score,@,Houston Rockets,W,,129,113,15,15,W 1,18055,2:14,,PHO,2024
31,"Fri, Dec 29, 2023",9:00p,,Box Score,,Charlotte Hornets,W,,133,119,16,15,W 2,17071,2:10,,PHO,2024
32,"Sun, Dec 31, 2023",8:00p,,Box Score,,Orlando Magic,W,,112,107,17,15,W 3,17071,2:06,,PHO,2024
33,"Mon, Jan 1, 2024",9:00p,,Box Score,,Portland Trail Blazers,W,,109,88,18,15,W 4,17071,2:12,,PHO,2024
34,"Wed, Jan 3, 2024",9:00p,,Box Score,,Los Angeles Clippers,L,,122,131,18,16,L 1,17071,2:28,,PHO,2024
35,"Fri, Jan 5, 2024",9:00p,,Box Score,,Miami Heat,W,,113,97,19,16,W 1,17071,2:07,,PHO,2024
36,"Sun, Jan 7, 2024",8:00p,,Box Score,,Memphis Grizzlies,L,,115,121,19,17,L 1,17071,2:21,,PHO,2024
37,"Mon, Jan 8, 2024",10:30p,,Box Score,@,Los Angeles Clippers,L,,111,138,19,18,L 2,19370,2:11,,PHO,2024
38,"Thu, Jan 11, 2024",10:00p,,Box Score,@,Los Angeles Lakers,W,,127,109,20,18,W 1,18416,2:19,,PHO,2024
39,"Sun, Jan 14, 2024",9:00p,,Box Score,@,Portland Trail Blazers,W,,127,116,21,18,W 2,18071,2:13,,PHO,2024
40,"Tue, Jan 16, 2024",9:00p,,Box Score,,Sacramento Kings,W,,119,117,22,18,W 3,17071,2:14,,PHO,2024
41,"Fri, Jan 19, 2024",8:00p,,Box Score,@,New Orleans Pelicans,W,,123,109,23,18,W 4,18686,2:07,,PHO,2024
42,"Sun, Jan 21, 2024",8:00p,,Box Score,,Indiana Pacers,W,,117,110,24,18,W 5,17071,2:19,,PHO,2024
43,"Mon, Jan 22, 2024",9:00p,,Box Score,,Chicago Bulls,W,,115,113,25,18,W 6,17071,2:11,,PHO,2024
44,"Wed, Jan 24, 2024",8:30p,,Box Score,@,Dallas Mavericks,W,,132,109,26,18,W 7,20202,2:22,,PHO,2024
