G,Date,Start (ET),Unnamed: 3,Unnamed: 4,Unnamed: 5,Opponent,Unnamed: 7,Unnamed: 8,Tm,Opp,W,L,Streak,Attend.,LOG,Notes,Team,Season
1,"Wed, Dec 23, 2020",8:00p,,Box Score,,Atlanta Hawks,L,,104,124,0,1,L 1,,2:13,,CHI,2021
2,"Sat, Dec 26, 2020",8:00p,,Box Score,,Indiana Pacers,L,,106,125,0,2,L 2,,2:09,,CHI,2021
3,"Sun, Dec 27, 2020",8:00p,,Box Score,,Golden State Warriors,L,,128,129,0,3,L 3,,2:22,,CHI,2021
4,"Tue, Dec 29, 2020",7:00p,,Box Score,@,Washington Wizards,W,,115,107,1,3,W 1,,2:23,,CHI,2021
5,"Thu, Dec 31, 2020",5:00p,,Box Score,@,Washington Wizards,W,,133,130,2,3,W 2,,2:27,,CHI,2021
6,"Fri, Jan 1, 2021",8:00p,,Box Score,@,Milwaukee Bucks,L,,96,126,2,4,L 1,,2:09,,CHI,2021
7,"Sun, Jan 3, 2021",8:00p,,Box Score,,Dallas Mavericks,W,,118,108,3,4,W 1,,2:26,,CHI,2021
8,"Tue, Jan 5, 2021",10:30p,,Box Score,@,Portland Trail Blazers,W,,111,108,4,4,W 2,,2:15,,CHI,2021
9,"Wed, Jan 6, 2021",10:00p,,Box Score,@,Sacramento Kings,L,,124,128,4,5,L 1,,2:13,,CHI,2021
10,"Fri, Jan 8, 2021",10:00p,,Box Score,@,Los Angeles Lakers,L,,115,117,4,6,L 2,,2:17,,CHI,2021
11,"Sun, Jan 10, 2021",4:00p,,Box Score,@,Los Angeles Clippers,L,,127,130,4,7,L 3,,2:20,,CHI,2021
12,"Fri, Jan 15, 2021",8:00p,,Box Score,@,Oklahoma City Thunder,L,OT,125,127,4,8,L 4,,2:26,,CHI,2021
13,"Sun, Jan 17, 2021",3:00p,,Box Score,@,Dallas Mavericks,W,,117,101,5,8,W 1,,2:13,,CHI,2021
14,"Mon, Jan 18, 2021",8:00p,,Box Score,,Houston Rockets,W,,125,120,6,8,W 2,,2:13,,CHI,2021
15,"Fri, Jan 22, 2021",7:00p,,Box Score,@,Charlotte Hornets,W,,123,110,7,8,W 3,,2:07,,CHI,2021
16,"Sat, Jan 23, 2021",9:00p,,Box Score,,Los Angeles Lakers,L,,90,101,7,9,L 1,,2:18,,CHI,2021
17,"Mon, Jan 25, 2021",9:00p,,Box Score,,Boston Celtics,L,,103,119,7,10,L 2,,2:03,,CHI,2021
18,"Sat, Jan 30, 2021",8:00p,,Box Score,,Portland Trail Blazers,L,,122,123,7,11,L 3,,2:06,,CHI,2021
19,"Mon, Feb 1, 2021",8:00p,,Box Score,,New York Knicks,W,,110,102,8,11,W 1,,2:12,,CHI,2021
20,"Wed, Feb 3, 2021",8:00p,,Box Score,,New York Knicks,L,,103,107,8,12,L 1,,2:03,,CHI,2021
