No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College,Team,Season
13,Malcolm Brogdon,PG,6-4,229,"December 11, 1992",us US,6,Virginia,BOS,2023
7,Jaylen Brown,SF,6-6,223,"October 24, 1996",us US,6,California,BOS,2023
99,Justin Champagnie,SF,6-6,206,"June 29, 2001",us US,1,Pitt,BOS,2023
20,JD Davison,SG,6-1,195,"October 3, 2002",us US,R,Alabama,BOS,2023
91,Blake Griffin,C,6-9,250,"March 16, 1989",us US,12,Oklahoma,BOS,2023
30,Sam Hauser,SF,6-7,217,"December 8, 1997",us US,1,"Marquette, Virginia",BOS,2023
42,Al Horford,C,6-8,240,"June 3, 1986",do DO,15,Florida,BOS,2023
43,Justin Jackson,SF,6-8,220,"March 28, 1995",us US,5,UNC,BOS,2023
28,Mfiondu Kabengele,PF,6-10,250,"August 14, 1997",ca CA,2,Florida State,BOS,2023
40,Luke Kornet,C,7-1,250,"July 15, 1995",us US,5,Vanderbilt,BOS,2023
57,Mike Muscala,C,6-10,240,"July 1, 1991",us US,9,Bucknell,BOS,2023
11,Payton Pritchard,PG,6-1,195,"January 28, 1998",us US,2,Oregon,BOS,2023
36,Marcus Smart,PG,6-3,220,"March 6, 1994",us US,8,Oklahoma State,BOS,2023
0,Jayson Tatum,SF,6-8,210,"March 3, 1998",us US,5,Duke,BOS,2023
4,Noah Vonleh,C,6-10,257,"August 24, 1995",us US,7,Indiana,BOS,2023
9,Derrick White,SG,6-4,190,"July 2, 1994",us US,5,"Colorado-Colorado Springs, Colorado",BOS,2023
12,Grant Williams,PF,6-7,236,"November 30, 1998",us US,3,Tennessee,BOS,2023
44,Robert Williams,C,6-9,249,"October 17, 1997",us US,4,Texas A&M,BOS,2023
