Rk,Player,Age,Pos,G,GS,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd,Awards,Team,Season
1.0,Scottie Barnes,22.0,SG,60,60,2094,0,31,33,33,2,-3.1,7.0,104,31,40,16,111,16,865,30,48,AS,TOR,2024
2.0,Gary Trent Jr.,25.0,SG,71,41,1994,4,76,19,1,0,-5.2,2.5,21,10,41,8,41,7,275,13,31,,TOR,2024
3.0,Dennis Schr̦der,30.0,PG,51,33,1559,100,0,0,0,0,-1.4,8.3,50,18,33,8,54,18,749,11,40,,TOR,2024
4.0,Pascal Siakam,29.0,PF,39,39,1354,0,0,1,85,14,-0.2,9.4,33,23,25,13,116,4,466,39,21,,TOR,2024
5.0,Jakob Poeltl,28.0,C,50,50,1319,0,0,0,0,100,-0.5,9.0,28,17,84,22,53,3,281,17,37,,TOR,2024
6.0,Gradey Dick,20.0,SG,60,17,1268,1,25,46,28,0,-14.4,-11.7,26,16,50,3,19,8,169,4,26,,TOR,2024
7.0,Immanuel Quickley,24.0,PG,38,38,1265,84,16,0,0,0,-6.1,0.4,46,14,37,3,67,14,608,14,32,,TOR,2024
8.0,RJ Barrett,23.0,SG,32,32,1072,0,14,49,36,1,-5.4,1.5,44,19,41,10,88,5,318,22,49,,TOR,2024
9.0,OG Anunoby,26.0,SF,27,27,900,0,2,80,16,2,2.0,10.9,17,11,26,10,24,4,169,9,20,,TOR,2024
10.0,Bruce Brown,27.0,PG,34,11,885,34,63,4,0,0,-15.8,-12.1,22,14,35,4,30,0,214,9,21,,TOR,2024
11.0,Kelly Olynyk,32.0,C,28,19,740,0,0,0,1,99,-13.4,-8.6,40,15,44,7,38,15,283,7,12,,TOR,2024
12.0,Chris Boucher,31.0,PF,50,0,705,0,0,12,55,34,2.8,11.2,6,11,46,4,50,12,53,12,14,,TOR,2024
13.0,Ochai Agbaji,23.0,SG,27,18,638,1,22,69,8,0,-9.1,-3.2,11,10,24,5,18,1,82,8,20,,TOR,2024
14.0,Jalen McDaniels,26.0,SF,50,1,538,0,2,19,66,12,-14.4,-9.2,14,11,25,3,19,2,90,5,18,,TOR,2024
15.0,Jordan Nwora,25.0,SF,34,1,529,0,1,34,59,6,-16.9,-12.1,23,10,17,2,20,1,100,6,15,,TOR,2024
16.0,Malachi Flynn,25.0,PG,31,0,474,88,12,0,0,0,-7.2,-0.8,16,10,16,4,8,3,179,2,6,,TOR,2024
17.0,Precious Achiuwa,24.0,C,25,0,437,0,0,0,3,97,-5.2,1.4,12,8,23,5,18,1,105,2,13,,TOR,2024
18.0,Javon Freeman-Liberty,24.0,PG,22,6,403,88,12,0,0,0,-18.3,-13.2,13,6,12,4,15,2,96,1,15,,TOR,2024
19.0,Jontay Porter,24.0,PF,26,5,360,0,0,0,3,97,-9.4,-3.2,16,2,17,3,7,1,140,0,3,,TOR,2024
20.0,Thaddeus Young,35.0,PF,23,6,350,0,0,0,4,96,-5.2,1.3,5,5,24,1,5,4,111,2,8,,TOR,2024
21.0,Garrett Temple,37.0,SG,27,2,289,13,62,26,0,0,-14.2,-8.4,9,2,18,1,7,2,69,0,5,,TOR,2024
22.0,Otto Porter Jr.,30.0,SF,15,1,174,0,12,63,22,2,4.2,11.1,1,0,11,1,2,0,18,1,2,,TOR,2024
23.0,Jahmi'us Ramsey,22.0,SG,7,1,121,27,54,19,0,0,-9.8,-3.5,6,0,6,0,3,1,19,0,2,,TOR,2024
24.0,Mouhamadou Gueye,25.0,PF,11,0,120,0,0,0,10,91,-31.7,-26.1,7,2,13,1,2,1,14,1,6,,TOR,2024
25.0,Malik Williams,25.0,C,7,2,107,0,0,0,0,100,-23.6,-17.6,1,0,7,2,1,0,5,0,7,,TOR,2024
26.0,Kobi Simmons,26.0,PG,4,0,67,86,14,0,0,0,-24.6,-18.4,1,0,2,0,0,2,28,0,2,,TOR,2024
27.0,D.J. Carton,23.0,SG,4,0,36,61,32,8,0,0,-38.0,-31.8,1,0,0,0,2,0,8,1,0,,TOR,2024
28.0,Markquis Nowell,24.0,SG,1,0,4,100,0,0,0,0,57.1,63.6,0,0,0,0,1,0,5,0,1,,TOR,2024
29.0,Ron Harper Jr.,23.0,PF,1,0,4,0,0,0,100,0,-112.5,-106.2,0,0,1,0,0,0,2,0,0,,TOR,2024
30.0,Kira Lewis Jr.,22.0,PG,1,0,2,100,0,0,0,0,-200.0,-193.6,0,0,0,0,0,0,0,0,0,,TOR,2024
,Team Totals,,,82,82,19808,20,20,20,20,20,-6.4,0.9,573,265,718,140,819,127,5521,216,474,,TOR,2024
