No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College,Team,Season
41,Saddiq Bey,SF,6-8,215,"April 9, 1999",us US,R,Villanova,DET,2021
25,Tyler Cook,SF,6-8,255,"September 23, 1997",us US,1,Iowa,DET,2021
6,Hamidou Diallo,SF,6-5,202,"July 31, 1998",us US,2,Kentucky,DET,2021
45,Sekou Doumbouya,PF,6-8,230,"December 23, 2000",gn GN,1,,DET,2021
8,Wayne Ellington,SG,6-4,207,"November 29, 1987",us US,11,UNC,DET,2021
9,Jerami Grant,SF,6-7,213,"March 12, 1994",us US,6,Syracuse,DET,2021
23,Blake Griffin,PF,6-9,250,"March 16, 1989",us US,10,Oklahoma,DET,2021
7,Killian Hayes,PG,6-4,195,"July 27, 2001",us US,R,,DET,2021
5,Frank Jackson,PG,6-3,205,"May 4, 1998",us US,2,Duke,DET,2021
20,Josh Jackson,SG,6-8,207,"February 10, 1997",us US,3,Kansas,DET,2021
18,Cory Joseph,PG,6-2,200,"August 20, 1991",ca CA,9,Texas,DET,2021
38,Saben Lee,PG,6-2,183,"June 23, 1999",us US,R,Vanderbilt,DET,2021
17,Rodney McGruder,SG,6-4,205,"July 29, 1991",us US,4,Kansas State,DET,2021
19,Svi Mykhailiuk,SF,6-7,205,"June 10, 1997",ua UA,2,Kansas,DET,2021
13,Jahlil Okafor,C,6-10,270,"December 15, 1995",us US,5,Duke,DET,2021
24,Mason Plumlee,C,7-0,254,"March 5, 1990",us US,7,Duke,DET,2021
25,Derrick Rose,PG,6-3,200,"October 4, 1988",us US,11,Memphis,DET,2021
91,Deividas Sirvydis,SG,6-8,190,"June 10, 2000",lt LT,R,,DET,2021
0,Dennis Smith Jr.,PG,6-2,205,"November 25, 1997",us US,3,NC State,DET,2021
28,Isaiah Stewart,C,6-8,250,"May 22, 2001",us US,R,Washington,DET,2021
55,Delon Wright,PG,6-4,185,"April 26, 1992",us US,5,Utah,DET,2021
