Rk,Unnamed: 1,Salary,Team,Season
1,Paul George,"$39,344,970",LAC,2022
2,Kawhi Leonard,"$39,344,900",LAC,2022
3,Marcus Morris,"$15,627,907",LAC,2022
4,Norman Powell,"$15,517,242",LAC,2022
5,Robert Covington,"$12,975,471",LAC,2022
6,Luke Kennard,"$12,727,273",LAC,2022
7,Reggie Jackson,"$10,384,500",LAC,2022
8,Ivica Zubac,"$7,518,518",LAC,2022
9,Nicolas Batum,"$3,170,029",LAC,2022
10,Rodney Hood,"$2,239,544",LAC,2022
11,Semi Ojeleye,"$1,789,256",LAC,2022
12,Terance Mann,"$1,782,621",LAC,2022
13,Isaiah Hartenstein,"$1,729,217",LAC,2022
14,Jason Preston,"$1,062,303",LAC,2022
15,Brandon Boston,"$925,258",LAC,2022
16,Wenyen Gabriel,"$198,760",LAC,2022
17,Xavier Moon,"$159,528",LAC,2022
18,Amir Coffey,"$153,488",LAC,2022
19,James Ennis,"$128,709",LAC,2022
20,Moses Wright,"$53,176",LAC,2022
21,Jay Scrubb,$0,LAC,2022
