Unnamed: 0_level_1,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,eFG%,TOV%,ORB%,FT/FGA,eFG%,TOV%,DRB%,FT/FGA,Arena,Attendance,Team,Season
Team,52,30,51,31,4.11,-0.34,3.78,119.2,115.1,99.9,0.265,0.442,0.561,12.2,26.9,0.206,0.543,13.1,74.4,0.209,Rocket Arena,796712,CLE,2026
Lg Rank,8,22,9,9,9.0,27.0,9.0,6.0,15.0,14.0,15.0,9.0,5.0,9.0,9.0,16.0,15.0,11.0,12.0,17.0,,5,CLE,2026
