Unnamed: 0_level_1,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,eFG%,TOV%,ORB%,FT/FGA,eFG%,TOV%,DRB%,FT/FGA,Arena,Attendance,Team,Season
Team,44,38,47,35,2.12,-0.08,2.04,111.9,109.7,96.1,0.261,0.387,0.538,13.2,24.0,0.198,0.52,12.3,76.5,0.172,Rocket Mortgage Fieldhouse,758228,CLE,2022
Lg Rank,14,16,13,13,13.0,20.0,13.0,20.0,7.0,26.0,7.0,20.0,14.0,27.0,9.0,11.0,5.0,13.0,18.0,5.0,,8,CLE,2022
