G,Date,Start (ET),Unnamed: 3,Unnamed: 4,Unnamed: 5,Opponent,Unnamed: 7,Unnamed: 8,Tm,Opp,W,L,Streak,Attend.,LOG,Notes,Team,Season
1,"Thu, Oct 20, 2022",7:30p,,Box Score,@,Philadelphia 76ers,W,,90,88,1,0,W 1,20060,2:19,,MIL,2023
2,"Sat, Oct 22, 2022",8:00p,,Box Score,,Houston Rockets,W,,125,105,2,0,W 2,17341,2:11,,MIL,2023
3,"Wed, Oct 26, 2022",7:30p,,Box Score,,Brooklyn Nets,W,,110,99,3,0,W 3,17341,2:31,,MIL,2023
4,"Fri, Oct 28, 2022",8:00p,,Box Score,,New York Knicks,W,,119,108,4,0,W 4,17341,2:25,,MIL,2023
5,"Sat, Oct 29, 2022",8:00p,,Box Score,,Atlanta Hawks,W,,123,115,5,0,W 5,17341,2:15,,MIL,2023
6,"Mon, Oct 31, 2022",8:00p,,Box Score,,Detroit Pistons,W,,110,108,6,0,W 6,17341,2:21,,MIL,2023
7,"Wed, Nov 2, 2022",8:00p,,Box Score,,Detroit Pistons,W,,116,91,7,0,W 7,17341,2:10,,MIL,2023
8,"Fri, Nov 4, 2022",10:00p,,Box Score,@,Minnesota Timberwolves,W,,115,102,8,0,W 8,17136,2:21,,MIL,2023
9,"Sat, Nov 5, 2022",8:00p,,Box Score,,Oklahoma City Thunder,W,,108,94,9,0,W 9,17713,2:06,,MIL,2023
10,"Mon, Nov 7, 2022",8:15p,,Box Score,@,Atlanta Hawks,L,,98,117,9,1,L 1,17494,2:11,,MIL,2023
11,"Wed, Nov 9, 2022",8:00p,,Box Score,@,Oklahoma City Thunder,W,2OT,136,132,10,1,W 1,15180,2:56,,MIL,2023
12,"Fri, Nov 11, 2022",8:00p,,Box Score,@,San Antonio Spurs,L,,93,111,10,2,L 1,15642,2:13,,MIL,2023
13,"Mon, Nov 14, 2022",8:00p,,Box Score,,Atlanta Hawks,L,,106,121,10,3,L 2,17341,2:21,,MIL,2023
14,"Wed, Nov 16, 2022",8:00p,,Box Score,,Cleveland Cavaliers,W,,113,98,11,3,W 1,17341,2:07,,MIL,2023
15,"Fri, Nov 18, 2022",7:30p,,Box Score,@,Philadelphia 76ers,L,,102,110,11,4,L 1,19769,2:24,,MIL,2023
16,"Mon, Nov 21, 2022",8:00p,,Box Score,,Portland Trail Blazers,W,,119,111,12,4,W 1,17341,2:13,,MIL,2023
17,"Wed, Nov 23, 2022",8:00p,,Box Score,,Chicago Bulls,L,,113,118,12,5,L 1,17341,2:23,,MIL,2023
18,"Fri, Nov 25, 2022",8:00p,,Box Score,,Cleveland Cavaliers,W,,117,102,13,5,W 1,17447,2:11,,MIL,2023
