Rk,Player,Age,Pos,G,GS,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd,Awards,Team,Season
1.0,Donovan Mitchell,29.0,SG,70,70,2342,19,54,25,2,0,6.9,6.9,114,61,72,8,167,10,966,40,47,"MVP-7,AS,NBA2",CLE,2026
2.0,Evan Mobley,24.0,PF,65,63,2074,0,0,0,35,65,5.9,3.7,42,59,114,8,154,1,573,41,48,,CLE,2026
3.0,Jaylon Tyson,23.0,SG,66,42,1777,0,23,55,23,0,3.6,-1.1,54,30,71,9,53,7,367,18,40,,CLE,2026
4.0,Jarrett Allen,27.0,C,56,56,1519,0,0,0,0,100,6.7,4.1,26,31,50,13,108,8,235,15,35,,CLE,2026
5.0,Sam Merrill,29.0,SG,52,38,1377,0,36,54,10,0,7.3,4.8,25,11,59,4,25,18,290,8,10,,CLE,2026
6.0,Dean Wade,29.0,PF,59,38,1318,0,0,14,73,14,6.8,3.9,3,7,55,3,18,9,221,4,11,,CLE,2026
7.0,Craig Porter Jr.,25.0,PG,64,3,1148,86,14,0,0,0,4.6,0.7,46,10,39,0,14,4,490,3,18,,CLE,2026
8.0,De'Andre Hunter,28.0,SF,43,23,1125,0,5,58,38,0,-1.5,-8.0,37,28,35,4,55,11,220,14,19,,CLE,2026
9.0,Nae'Qwan Tomlin,25.0,PF,64,3,1004,0,0,17,75,8,4.3,0.2,14,6,57,6,25,2,131,3,25,,CLE,2026
10.0,James Harden,36.0,PG,26,26,879,68,28,5,0,0,4.0,-0.3,53,24,23,5,63,1,466,10,20,,CLE,2026
11.0,Darius Garland,26.0,PG,26,26,792,86,14,0,0,0,-2.6,-8.5,51,18,28,1,32,7,424,4,17,,CLE,2026
12.0,Thomas Bryant,28.0,C,60,1,732,0,0,0,0,100,2.4,-2.1,12,5,51,8,33,3,79,10,11,,CLE,2026
13.0,Lonzo Ball,28.0,PG,35,3,728,43,54,4,0,0,0.3,-4.8,37,10,26,2,4,0,329,0,6,,CLE,2026
14.0,Keon Ellis,26.0,SG,29,6,720,1,66,29,3,0,4.7,0.6,10,8,32,1,15,14,114,5,4,,CLE,2026
15.0,Dennis Schr̦der,32.0,PG,30,3,641,100,0,0,0,0,1.7,-2.9,28,10,15,2,33,6,315,8,16,,CLE,2026
16.0,Tyrese Proctor,21.0,PG,50,1,545,49,49,2,0,0,0.2,-4.6,26,7,17,5,17,5,179,2,11,,CLE,2026
17.0,Larry Nance Jr.,33.0,PF,35,3,449,0,0,29,58,13,-2.8,-7.9,10,3,28,4,5,6,84,1,7,,CLE,2026
18.0,Max Strus,29.0,SF,12,5,288,0,1,36,63,0,0.7,-3.7,7,2,19,0,3,2,55,0,3,,CLE,2026
19.0,Luke Travers,24.0,SG,12,0,103,0,51,49,0,0,-12.7,-17.3,2,0,2,1,5,0,21,1,3,,CLE,2026
20.0,Tristan Enaruna,24.0,SF,9,0,85,7,27,40,27,0,27.1,23.4,1,1,2,0,5,0,15,2,3,,CLE,2026
21.0,Riley Minix,25.0,SF,6,0,50,0,20,51,29,0,23.9,20.0,2,0,1,1,2,0,10,1,0,,CLE,2026
22.0,Olivier Sarr,26.0,C,4,0,39,0,0,0,0,100,33.1,29.3,0,1,5,1,1,0,11,0,0,,CLE,2026
23.0,Chris Livingston,22.0,SF,3,0,17,0,0,100,0,0,19.6,15.5,0,0,1,0,1,0,2,1,0,,CLE,2026
24.0,Darius Brown II,26.0,SG,1,0,3,0,0,100,0,0,-55.0,-59.2,0,0,0,0,0,0,0,0,0,,CLE,2026
,Team Totals,,,82,82,19755,20,20,20,20,20,4.2,0.7,600,332,802,86,838,114,5597,191,354,,CLE,2026
