Rk,Unnamed: 1,Salary,Team,Season
1,Julius Randle,"$28,226,880",NYK,2024
2,Jalen Brunson,"$26,346,666",NYK,2024
3,Bojan BogdanoviÄ,"$20,000,000",NYK,2024
4,OG Anunoby,"$18,642,857",NYK,2024
5,Mitchell Robinson,"$15,681,818",NYK,2024
6,Josh Hart,"$12,960,000",NYK,2024
7,Donte DiVincenzo,"$10,900,000",NYK,2024
8,Alec Burks,"$10,489,600",NYK,2024
9,Isaiah Hartenstein,"$9,245,121",NYK,2024
10,Precious Achiuwa,"$4,379,527",NYK,2024
11,Dylan Windler,"$2,019,706",NYK,2024
12,Jericho Sims,"$1,927,896",NYK,2024
13,Miles McBride,"$1,836,096",NYK,2024
14,DaQuan Jeffries,"$831,385",NYK,2024
15,Taj Gibson,"$477,630",NYK,2024
16,Shake Milton,"$475,908",NYK,2024
17,DaQuan Jeffries,"$261,293",NYK,2024
18,Mamadi Diakite,"$252,525",NYK,2024
19,Taj Gibson,"$183,704",NYK,2024
20,Taj Gibson,"$183,704",NYK,2024
21,DaQuan Jeffries,"$116,075",NYK,2024
22,Mamadi Diakite,"$116,075",NYK,2024
23,DaQuan Jeffries,"$116,075",NYK,2024
24,Jacob Toppin,"$64,343",NYK,2024
25,Duane Washington,,NYK,2024
26,Jacob Toppin,,NYK,2024
27,Dmytro Skapintsev,,NYK,2024
28,Jaylen Martin,,NYK,2024
29,Duane Washington,,NYK,2024
30,Charlie Brown,,NYK,2024
31,Nathan Knight,,NYK,2024
32,Jacob Toppin,,NYK,2024
33,Jaylen Martin,,NYK,2024
