Rk,Player,Age,Pos,G,GS,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd,Awards,Team,Season
1.0,Amen Thompson,23.0,PG,79,79,2953,83,16,1,0,0,6.6,5.5,92,72,80,14,191,12,1040,51,68,DPOY-8,HOU,2026
2.0,Kevin Durant,37.0,SF,78,78,2840,0,32,61,8,0,5.1,-0.3,136,81,80,21,162,2,847,38,41,"CPOY-9,AS,NBA2",HOU,2026
3.0,Jabari Smith Jr.,22.0,PF,77,77,2705,0,0,8,83,10,4.8,-1.3,39,40,94,14,89,8,352,15,53,,HOU,2026
4.0,Alperen ÅengÃ¼n,23.0,C,72,72,2398,0,0,0,14,86,2.9,-5.7,105,71,143,31,170,20,1057,48,64,AS,HOU,2026
5.0,Reed Sheppard,21.0,SG,82,21,2147,29,64,8,0,0,3.2,-4.4,81,32,110,3,31,2,661,8,36,6MOY-6,HOU,2026
6.0,Tari Eason,24.0,PF,60,34,1549,0,1,58,39,2,7.0,3.0,38,20,68,10,33,2,216,11,43,,HOU,2026
7.0,Josh Okogie,27.0,SG,78,32,1354,3,74,22,0,0,6.4,1.8,21,15,59,1,33,23,162,5,22,,HOU,2026
8.0,Clint Capela,31.0,C,75,3,926,0,0,0,13,87,9.2,5.2,21,5,45,10,35,1,123,5,22,,HOU,2026
9.0,Aaron Holiday,29.0,PG,57,1,781,100,0,0,0,0,8.9,4.7,20,9,37,5,13,9,149,6,7,,HOU,2026
10.0,Steven Adams,32.0,C,32,11,730,0,0,0,0,100,11.3,7.4,14,8,22,9,30,1,107,3,9,,HOU,2026
11.0,Dorian Finney-Smith,32.0,PF,37,1,620,0,2,51,47,0,1.3,-4.6,11,2,30,5,3,2,87,1,6,,HOU,2026
12.0,Jae'Sean Tate,30.0,SF,46,1,405,1,19,67,14,0,-1.2,-7.1,6,5,19,5,5,5,63,3,6,,HOU,2026
13.0,JD Davison,23.0,PG,28,0,218,42,59,0,0,0,4.8,-0.4,4,1,10,1,9,3,80,0,4,,HOU,2026
14.0,Jeff Green,39.0,PF,30,0,175,0,0,4,55,41,-8.5,-14.3,2,2,10,0,3,0,18,2,1,,HOU,2026
15.0,Isaiah Crawford,24.0,SF,14,0,92,0,4,68,26,2,-8.5,-14.0,1,3,4,0,2,0,11,0,2,,HOU,2026
16.0,Tristen Newton,24.0,SG,1,0,12,0,53,48,0,0,13.3,8.2,0,0,0,0,2,0,0,1,1,,HOU,2026
,Team Totals,,,82,82,19905,20,20,20,20,20,5.2,0.0,591,366,811,129,811,90,4973,197,385,,HOU,2026
