Unnamed: 0_level_1,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,eFG%,TOV%,ORB%,FT/FGA,eFG%,TOV%,DRB%,FT/FGA,Arena,Attendance,Team,Season
Team,53,29,56,26,6.33,-0.28,6.05,119.8,113.3,96.8,0.238,0.428,0.557,12.1,29.3,0.188,0.541,13.1,76.7,0.206,Madison Square Garden (IV),792480,NYK,2026
Lg Rank,6,24,5,5,5.0,25.0,5.0,3.0,7.0,27.0,25.0,12.0,9.0,7.0,5.0,25.0,10.0,13.0,2.0,15.0,,6,NYK,2026
