Rk,Unnamed: 1,Salary,Team,Season
1,Kevin Durant,"$44,119,845",PHO,2023
2,Devin Booker,"$33,833,400",PHO,2023
3,Deandre Ayton,"$30,913,750",PHO,2023
4,Chris Paul,"$28,400,000",PHO,2023
5,Landry Shamet,"$9,500,000",PHO,2023
6,Cameron Payne,"$6,000,000",PHO,2023
7,Torrey Craig,"$5,121,951",PHO,2023
8,Darius Bazley,"$4,264,629",PHO,2023
9,Bismack Biyombo,"$1,836,090",PHO,2023
10,T.J. Warren,"$1,836,090",PHO,2023
11,Josh Okogie,"$1,836,090",PHO,2023
12,Damion Lee,"$1,836,090",PHO,2023
13,Jock Landale,"$1,563,518",PHO,2023
14,Terrence Ross,"$580,373",PHO,2023
15,Ish Wainright,"$474,851",PHO,2023
16,Saben Lee,"$105,522",PHO,2023
17,Saben Lee,"$105,522",PHO,2023
18,Duane Washington,,PHO,2023
19,Ish Wainright,,PHO,2023
20,Saben Lee,,PHO,2023
