Rk,Unnamed: 1,Salary,Team,Season
1,Shai Gilgeous-Alexander,"$30,913,750",OKC,2023
2,Kemba Walker,"$27,431,078",OKC,2023
3,Luguentz Dort,"$15,277,778",OKC,2023
4,Chet Holmgren,"$9,891,240",OKC,2023
5,Dario Å ariÄ,"$9,240,000",OKC,2023
6,Josh Giddey,"$6,287,400",OKC,2023
7,JaMychal Green,"$5,571,403",OKC,2023
8,David Nwaba,"$5,022,000",OKC,2023
9,Ousmane Dieng,"$4,569,840",OKC,2023
10,Jalen Williams,"$4,341,480",OKC,2023
11,Trey Burke,"$3,423,750",OKC,2023
12,Aleksej Pokusevski,"$3,261,480",OKC,2023
13,Tre Mann,"$3,046,200",OKC,2023
14,Sterling Brown,"$3,000,000",OKC,2023
15,Marquese Chriss,"$2,193,920",OKC,2023
16,Kenrich Williams,"$2,000,000",OKC,2023
17,Jaylin Williams,"$2,000,000",OKC,2023
18,Jeremiah Robinson-Earl,"$2,000,000",OKC,2023
19,Lindy Waters,"$1,927,896",OKC,2023
20,Isaiah Joe,"$1,836,090",OKC,2023
21,Justin Jackson,"$1,836,090",OKC,2023
22,Aaron Wiggins,"$1,563,518",OKC,2023
23,Kyle Singler,"$999,200",OKC,2023
24,Eugene Omoruyi,"$555,402",OKC,2023
25,Robert Woodard,"$300,000",OKC,2023
26,Eugene Omoruyi,,OKC,2023
27,Olivier Sarr,,OKC,2023
28,Lindy Waters,,OKC,2023
29,Jared Butler,,OKC,2023
