G,Date,Start (ET),Unnamed: 3,Unnamed: 4,Unnamed: 5,Opponent,Unnamed: 7,Unnamed: 8,Tm,Opp,W,L,Streak,Attend.,LOG,Notes,Team,Season
1,"Wed, Oct 19, 2022",7:30p,,Box Score,@,Brooklyn Nets,W,,130,108,1,0,W 1,18003,2:14,,NOP,2023
2,"Fri, Oct 21, 2022",7:00p,,Box Score,@,Charlotte Hornets,W,,124,112,2,0,W 2,19287,2:15,,NOP,2023
3,"Sun, Oct 23, 2022",7:00p,,Box Score,,Utah Jazz,L,OT,121,122,2,1,L 1,18665,2:31,,NOP,2023
4,"Tue, Oct 25, 2022",7:30p,,Box Score,,Dallas Mavericks,W,,113,111,3,1,W 1,14020,2:17,,NOP,2023
5,"Fri, Oct 28, 2022",10:00p,,Box Score,@,Phoenix Suns,L,,111,124,3,2,L 1,17071,2:13,,NOP,2023
6,"Sun, Oct 30, 2022",3:00p,,Box Score,@,Los Angeles Clippers,W,,112,91,4,2,W 1,18142,1:59,,NOP,2023
7,"Wed, Nov 2, 2022",10:30p,,Box Score,@,Los Angeles Lakers,L,OT,117,120,4,3,L 1,18997,2:20,,NOP,2023
8,"Fri, Nov 4, 2022",8:30p,,Box Score,,Golden State Warriors,W,,114,105,5,3,W 1,18451,2:15,,NOP,2023
9,"Sat, Nov 5, 2022",7:30p,,Box Score,@,Atlanta Hawks,L,OT,121,124,5,4,L 1,17654,2:32,,NOP,2023
10,"Mon, Nov 7, 2022",7:45p,,Box Score,@,Indiana Pacers,L,,122,129,5,5,L 2,14052,2:12,,NOP,2023
11,"Wed, Nov 9, 2022",8:00p,,Box Score,@,Chicago Bulls,W,,115,111,6,5,W 1,19621,2:19,,NOP,2023
12,"Thu, Nov 10, 2022",8:00p,,Box Score,,Portland Trail Blazers,L,,95,106,6,6,L 1,14289,2:10,,NOP,2023
13,"Sat, Nov 12, 2022",8:30p,,Box Score,,Houston Rockets,W,,119,106,7,6,W 1,15367,2:14,,NOP,2023
14,"Tue, Nov 15, 2022",7:30p,,Box Score,,Memphis Grizzlies,W,,113,102,8,6,W 2,14032,2:13,,NOP,2023
15,"Wed, Nov 16, 2022",8:00p,,Box Score,,Chicago Bulls,W,,124,110,9,6,W 3,14658,2:12,,NOP,2023
16,"Fri, Nov 18, 2022",8:30p,,Box Score,,Boston Celtics,L,,109,117,9,7,L 1,17828,2:01,,NOP,2023
17,"Mon, Nov 21, 2022",8:00p,,Box Score,,Golden State Warriors,W,,128,83,10,7,W 1,18589,2:05,,NOP,2023
18,"Wed, Nov 23, 2022",8:00p,,Box Score,@,San Antonio Spurs,W,,129,110,11,7,W 2,14947,2:11,,NOP,2023
19,"Fri, Nov 25, 2022",8:00p,,Box Score,@,Memphis Grizzlies,L,,111,132,11,8,L 1,17794,2:13,,NOP,2023
20,"Mon, Nov 28, 2022",8:00p,,Box Score,,Oklahoma City Thunder,W,,105,101,12,8,W 1,13109,2:20,,NOP,2023
21,"Wed, Nov 30, 2022",8:00p,,Box Score,,Toronto Raptors,W,,126,108,13,8,W 2,14845,2:09,,NOP,2023
22,"Fri, Dec 2, 2022",8:00p,,Box Score,@,San Antonio Spurs,W,,117,99,14,8,W 3,17202,2:05,,NOP,2023
23,"Sun, Dec 4, 2022",3:30p,,Box Score,,Denver Nuggets,W,,121,106,15,8,W 4,15658,2:19,,NOP,2023
