G,Date,Start (ET),Unnamed: 3,Unnamed: 4,Unnamed: 5,Opponent,Unnamed: 7,Unnamed: 8,Tm,Opp,W,L,Streak,Attend.,LOG,Notes,Team,Season
1,"Wed, Dec 23, 2020",7:00p,,Box Score,,Washington Wizards,W,,113,107,1,0,W 1,,2:25,,PHI,2021
2,"Sat, Dec 26, 2020",7:30p,,Box Score,@,New York Knicks,W,,109,89,2,0,W 2,,2:14,,PHI,2021
3,"Sun, Dec 27, 2020",7:30p,,Box Score,@,Cleveland Cavaliers,L,,94,118,2,1,L 1,300,2:09,,PHI,2021
4,"Tue, Dec 29, 2020",7:00p,,Box Score,,Toronto Raptors,W,,100,93,3,1,W 1,,2:27,,PHI,2021
5,"Thu, Dec 31, 2020",6:30p,,Box Score,@,Orlando Magic,W,,116,92,4,1,W 2,3247,2:02,,PHI,2021
6,"Sat, Jan 2, 2021",7:00p,,Box Score,,Charlotte Hornets,W,,127,112,5,1,W 3,,2:15,,PHI,2021
7,"Mon, Jan 4, 2021",7:00p,,Box Score,,Charlotte Hornets,W,,118,101,6,1,W 4,,2:07,,PHI,2021
8,"Wed, Jan 6, 2021",7:00p,,Box Score,,Washington Wizards,W,,141,136,7,1,W 5,,2:23,,PHI,2021
9,"Thu, Jan 7, 2021",7:30p,,Box Score,@,Brooklyn Nets,L,,109,122,7,2,L 1,,2:14,,PHI,2021
10,"Sat, Jan 9, 2021",3:00p,,Box Score,,Denver Nuggets,L,,103,115,7,3,L 2,,2:05,,PHI,2021
11,"Mon, Jan 11, 2021",7:30p,,Box Score,@,Atlanta Hawks,L,,94,112,7,4,L 3,,2:01,,PHI,2021
12,"Tue, Jan 12, 2021",7:00p,,Box Score,,Miami Heat,W,OT,137,134,8,4,W 1,,2:40,,PHI,2021
13,"Thu, Jan 14, 2021",7:00p,,Box Score,,Miami Heat,W,,125,108,9,4,W 2,,2:14,,PHI,2021
14,"Sat, Jan 16, 2021",8:00p,,Box Score,@,Memphis Grizzlies,L,,104,106,9,5,L 1,206,2:16,,PHI,2021
