Rk,Player,Age,Pos,G,GS,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd,Awards,Team,Season
1.0,Saddiq Bey,22.0,SF,82,82,2704,0,7,59,34,0,-9.5,-4.7,46,14,44,18,117,5,561,26,52,,DET,2022
2.0,Cade Cunningham,20.0,SG,64,64,2088,1,56,41,2,0,-6.8,2.7,123,67,93,25,61,5,837,14,77,ROY-3,DET,2022
3.0,Isaiah Stewart,20.0,C,71,71,1816,0,0,0,2,98,-9.7,-3.1,18,17,105,30,51,7,202,15,39,,DET,2022
4.0,Killian Hayes,20.0,PG,66,40,1647,66,32,2,0,0,-10.4,-4.2,62,21,91,6,29,11,665,4,30,,DET,2022
5.0,Cory Joseph,30.0,PG,65,39,1600,95,6,0,0,0,-6.5,2.6,43,24,62,12,41,25,588,14,20,,DET,2022
6.0,Jerami Grant,27.0,PF,47,47,1500,0,0,2,95,3,-7.5,0.9,38,24,53,19,109,11,280,18,30,,DET,2022
7.0,Hamidou Diallo,23.0,SG,58,29,1269,0,57,40,3,0,-8.2,-0.2,26,15,70,6,77,10,184,22,25,,DET,2022
8.0,Frank Jackson,23.0,PG,53,7,1164,45,54,1,0,0,-7.3,1.1,20,8,50,3,48,10,138,12,25,,DET,2022
9.0,Trey Lyles,26.0,PF,51,3,990,0,0,0,35,65,-8.1,-0.2,25,14,51,11,93,6,145,33,18,,DET,2022
10.0,Kelly Olynyk,30.0,C,40,1,764,0,0,0,0,100,-5.7,2.8,27,13,45,16,34,11,268,10,13,,DET,2022
11.0,Rodney McGruder,30.0,SG,51,2,754,2,56,41,1,0,-3.3,5.9,10,8,28,4,12,4,117,2,15,,DET,2022
12.0,Josh Jackson,24.0,SF,39,3,707,0,0,47,53,0,-9.2,-1.4,29,5,32,1,28,12,115,9,17,,DET,2022
13.0,Saben Lee,22.0,PG,37,0,604,100,0,0,0,0,-8.0,0.0,24,7,21,1,34,7,259,5,22,,DET,2022
14.0,Marvin Bagley III,22.0,PF,18,8,490,0,0,0,60,40,-10.0,-2.2,5,1,25,7,31,4,50,10,9,,DET,2022
15.0,Luka Garza,23.0,C,32,5,389,0,0,0,1,99,-7.5,0.6,7,2,31,7,24,9,48,8,17,,DET,2022
16.0,Isaiah Livers,23.0,SF,19,5,383,0,2,45,53,0,-2.1,6.6,7,6,23,1,7,1,55,1,3,,DET,2022
17.0,Braxton Key,24.0,SF,9,0,191,0,0,8,86,6,7.0,15.7,7,1,14,1,6,4,23,3,4,,DET,2022
18.0,Jamorko Pickett,24.0,PF,13,0,176,0,0,7,51,42,-1.5,6.8,1,4,8,0,1,1,19,0,1,,DET,2022
19.0,Cassius Stanley,22.0,SG,9,1,155,5,55,40,0,0,-4.4,3.8,3,2,9,1,5,2,10,2,2,,DET,2022
20.0,Derrick Walton,26.0,PG,3,3,108,100,0,0,0,0,-2.2,6.0,7,2,4,1,2,0,50,0,1,,DET,2022
21.0,Justin Robinson,24.0,PG,5,0,91,55,45,0,0,0,-27.1,-19.5,4,1,4,0,1,3,21,0,0,,DET,2022
22.0,Carsen Edwards,23.0,SG,4,0,79,19,69,12,0,0,-8.8,-0.8,3,0,2,0,1,0,34,1,5,,DET,2022
23.0,Micah Potter,23.0,C,3,0,31,0,0,0,0,100,-56.2,-48.6,0,0,1,1,2,1,0,2,0,,DET,2022
24.0,Cheick Diallo,25.0,C,3,0,31,0,0,0,0,100,-45.3,-37.6,0,0,3,1,3,0,0,0,1,,DET,2022
25.0,Deividas Sirvydis,21.0,SG,3,0,27,0,3,69,28,0,-45.5,-37.8,0,0,1,0,0,1,2,0,1,,DET,2022
26.0,Trayvon Palmer,27.0,SG,1,0,17,0,0,100,0,0,-33.9,-26.0,1,0,1,0,0,0,0,0,0,,DET,2022
27.0,Jaysean Paige,27.0,PG,1,0,7,0,100,0,0,0,-69.6,-61.7,1,0,2,0,0,0,3,0,0,,DET,2022
,Team Totals,,,82,82,19782,20,20,20,20,20,-8.0,-0.4,537,256,873,172,817,150,4674,211,427,,DET,2022
