Unnamed: 0_level_1,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,eFG%,TOV%,ORB%,FT/FGA,eFG%,TOV%,DRB%,FT/FGA,Arena,Attendance,Team,Season
Team,47,35,42,40,0.6,0.48,1.07,115.9,115.3,100.9,0.276,0.358,0.566,12.5,19.9,0.216,0.55,11.7,76.2,0.153,Crypto.com Arena,793945,LAL,2024
Lg Rank,12,16,19,19,19.0,5.0,19.0,15.0,16.0,4.0,2.0,28.0,5.0,20.0,30.0,4.0,18.0,22.0,12.0,2.0,,8,LAL,2024
