G,Date,Start (ET),Unnamed: 3,Unnamed: 4,Unnamed: 5,Opponent,Unnamed: 7,Unnamed: 8,Tm,Opp,W,L,Streak,Attend.,LOG,Notes,Team,Season
1,"Tue, Dec 22, 2020",10:00p,,Box Score,,Los Angeles Clippers,L,,109,116,0,1,L 1,,2:28,,LAL,2021
2,"Fri, Dec 25, 2020",8:00p,,Box Score,,Dallas Mavericks,W,,138,115,1,1,W 1,,2:26,,LAL,2021
3,"Sun, Dec 27, 2020",10:00p,,Box Score,,Minnesota Timberwolves,W,,127,91,2,1,W 2,,2:10,,LAL,2021
4,"Mon, Dec 28, 2020",10:00p,,Box Score,,Portland Trail Blazers,L,,107,115,2,2,L 1,,2:14,,LAL,2021
5,"Wed, Dec 30, 2020",8:30p,,Box Score,@,San Antonio Spurs,W,,121,107,3,2,W 1,,2:07,,LAL,2021
6,"Fri, Jan 1, 2021",8:00p,,Box Score,@,San Antonio Spurs,W,,109,103,4,2,W 2,,2:14,,LAL,2021
7,"Sun, Jan 3, 2021",6:00p,,Box Score,@,Memphis Grizzlies,W,,108,94,5,2,W 3,,2:07,,LAL,2021
8,"Tue, Jan 5, 2021",8:00p,,Box Score,@,Memphis Grizzlies,W,,94,92,6,2,W 4,,2:13,,LAL,2021
9,"Thu, Jan 7, 2021",10:00p,,Box Score,,San Antonio Spurs,L,,109,118,6,3,L 1,,2:11,,LAL,2021
10,"Fri, Jan 8, 2021",10:00p,,Box Score,,Chicago Bulls,W,,117,115,7,3,W 1,,2:17,,LAL,2021
11,"Sun, Jan 10, 2021",7:00p,,Box Score,@,Houston Rockets,W,,120,102,8,3,W 2,3327,2:29,,LAL,2021
12,"Tue, Jan 12, 2021",8:00p,,Box Score,@,Houston Rockets,W,,117,100,9,3,W 3,3221,2:08,,LAL,2021
13,"Wed, Jan 13, 2021",8:00p,,Box Score,@,Oklahoma City Thunder,W,,128,99,10,3,W 4,,2:05,,LAL,2021
14,"Fri, Jan 15, 2021",10:00p,,Box Score,,New Orleans Pelicans,W,,112,95,11,3,W 5,,2:19,,LAL,2021
15,"Mon, Jan 18, 2021",10:00p,,Box Score,,Golden State Warriors,L,,113,115,11,4,L 1,,2:29,,LAL,2021
16,"Thu, Jan 21, 2021",7:30p,,Box Score,@,Milwaukee Bucks,W,,113,106,12,4,W 1,,2:16,,LAL,2021
17,"Sat, Jan 23, 2021",9:00p,,Box Score,@,Chicago Bulls,W,,101,90,13,4,W 2,,2:18,,LAL,2021
18,"Mon, Jan 25, 2021",8:00p,,Box Score,@,Cleveland Cavaliers,W,,115,108,14,4,W 3,,2:22,,LAL,2021
19,"Wed, Jan 27, 2021",7:30p,,Box Score,@,Philadelphia 76ers,L,,106,107,14,5,L 1,,2:37,,LAL,2021
20,"Thu, Jan 28, 2021",8:00p,,Box Score,@,Detroit Pistons,L,,92,107,14,6,L 2,,2:13,,LAL,2021
21,"Sat, Jan 30, 2021",8:30p,,Box Score,@,Boston Celtics,W,,96,95,15,6,W 1,,2:08,,LAL,2021
22,"Mon, Feb 1, 2021",7:30p,,Box Score,@,Atlanta Hawks,W,,107,99,16,6,W 2,1341,2:19,,LAL,2021
23,"Thu, Feb 4, 2021",10:00p,,Box Score,,Denver Nuggets,W,,114,93,17,6,W 3,,2:19,,LAL,2021
24,"Sat, Feb 6, 2021",10:00p,,Box Score,,Detroit Pistons,W,2OT,135,129,18,6,W 4,,2:51,,LAL,2021
25,"Mon, Feb 8, 2021",10:00p,,Box Score,,Oklahoma City Thunder,W,OT,119,112,19,6,W 5,,2:32,,LAL,2021
26,"Wed, Feb 10, 2021",10:00p,,Box Score,,Oklahoma City Thunder,W,OT,114,113,20,6,W 6,,2:35,,LAL,2021
27,"Fri, Feb 12, 2021",10:00p,,Box Score,,Memphis Grizzlies,W,,115,105,21,6,W 7,,2:25,,LAL,2021
28,"Sun, Feb 14, 2021",10:00p,,Box Score,@,Denver Nuggets,L,,105,122,21,7,L 1,,2:21,,LAL,2021
29,"Tue, Feb 16, 2021",8:00p,,Box Score,@,Minnesota Timberwolves,W,,112,104,22,7,W 1,,2:13,,LAL,2021
30,"Thu, Feb 18, 2021",10:00p,,Box Score,,Brooklyn Nets,L,,98,109,22,8,L 1,,2:12,,LAL,2021
31,"Sat, Feb 20, 2021",8:30p,,Box Score,,Miami Heat,L,,94,96,22,9,L 2,,2:21,,LAL,2021
32,"Mon, Feb 22, 2021",10:00p,,Box Score,,Washington Wizards,L,OT,124,127,22,10,L 3,,2:37,,LAL,2021
33,"Wed, Feb 24, 2021",10:00p,,Box Score,@,Utah Jazz,L,,89,114,22,11,L 4,4912,2:12,,LAL,2021
34,"Fri, Feb 26, 2021",10:00p,,Box Score,,Portland Trail Blazers,W,,102,93,23,11,W 1,,2:18,,LAL,2021
35,"Sun, Feb 28, 2021",8:00p,,Box Score,,Golden State Warriors,W,,117,91,24,11,W 2,,2:22,,LAL,2021
36,"Tue, Mar 2, 2021",10:00p,,Box Score,,Phoenix Suns,L,,104,114,24,12,L 1,,2:26,,LAL,2021
37,"Wed, Mar 3, 2021",10:00p,,Box Score,@,Sacramento Kings,L,,120,123,24,13,L 2,,2:18,,LAL,2021
38,"Fri, Mar 12, 2021",10:30p,,Box Score,,Indiana Pacers,W,,105,100,25,13,W 1,,2:20,,LAL,2021
39,"Mon, Mar 15, 2021",10:30p,,Box Score,@,Golden State Warriors,W,,128,97,26,13,W 2,,2:18,,LAL,2021
40,"Tue, Mar 16, 2021",10:30p,,Box Score,,Minnesota Timberwolves,W,,137,121,27,13,W 3,,2:12,,LAL,2021
41,"Thu, Mar 18, 2021",10:30p,,Box Score,,Charlotte Hornets,W,,116,105,28,13,W 4,,2:17,,LAL,2021
42,"Sat, Mar 20, 2021",3:30p,,Box Score,,Atlanta Hawks,L,,94,99,28,14,L 1,,2:09,,LAL,2021
43,"Sun, Mar 21, 2021",10:00p,,Box Score,@,Phoenix Suns,L,,94,111,28,15,L 2,3190,2:14,,LAL,2021
44,"Tue, Mar 23, 2021",7:30p,,Box Score,@,New Orleans Pelicans,L,,111,128,28,16,L 3,3700,2:29,,LAL,2021
45,"Thu, Mar 25, 2021",10:00p,,Box Score,,Philadelphia 76ers,L,,101,109,28,17,L 4,,2:29,,LAL,2021
46,"Fri, Mar 26, 2021",10:30p,,Box Score,,Cleveland Cavaliers,W,,100,86,29,17,W 1,,2:17,,LAL,2021
47,"Sun, Mar 28, 2021",10:00p,,Box Score,,Orlando Magic,W,,96,93,30,17,W 2,,2:11,,LAL,2021
48,"Wed, Mar 31, 2021",10:00p,,Box Score,,Milwaukee Bucks,L,,97,112,30,18,L 1,,2:27,,LAL,2021
49,"Fri, Apr 2, 2021",10:00p,,Box Score,@,Sacramento Kings,W,,115,94,31,18,W 1,,2:08,,LAL,2021
50,"Sun, Apr 4, 2021",3:30p,,Box Score,@,Los Angeles Clippers,L,,86,104,31,19,L 1,,2:16,,LAL,2021
51,"Tue, Apr 6, 2021",7:30p,,Box Score,@,Toronto Raptors,W,,110,101,32,19,W 1,,2:27,,LAL,2021
52,"Thu, Apr 8, 2021",7:30p,,Box Score,@,Miami Heat,L,,104,110,32,20,L 1,,2:39,,LAL,2021
53,"Sat, Apr 10, 2021",8:30p,,Box Score,@,Brooklyn Nets,W,,126,101,33,20,W 1,1773,2:18,,LAL,2021
54,"Mon, Apr 12, 2021",7:30p,,Box Score,@,New York Knicks,L,,96,111,33,21,L 1,1981,2:19,,LAL,2021
