G,Date,Start (ET),Unnamed: 3,Unnamed: 4,Unnamed: 5,Opponent,Unnamed: 7,Unnamed: 8,Tm,Opp,W,L,Streak,Attend.,LOG,Notes,Team,Season
1,"Wed, Oct 19, 2022",7:30p,,Box Score,,New York Knicks,W,OT,115,112,1,0,W 1,18202,2:36,,MEM,2023
2,"Fri, Oct 21, 2022",8:00p,,Box Score,@,Houston Rockets,W,,129,122,2,0,W 2,18055,2:19,,MEM,2023
3,"Sat, Oct 22, 2022",8:30p,,Box Score,@,Dallas Mavericks,L,,96,137,2,1,L 1,20377,2:18,,MEM,2023
4,"Mon, Oct 24, 2022",8:00p,,Box Score,,Brooklyn Nets,W,,134,124,3,1,W 1,17392,2:19,,MEM,2023
5,"Thu, Oct 27, 2022",10:00p,,Box Score,@,Sacramento Kings,W,,125,110,4,1,W 2,15511,2:08,,MEM,2023
6,"Sat, Oct 29, 2022",9:00p,,Box Score,@,Utah Jazz,L,,123,124,4,2,L 1,18206,2:14,,MEM,2023
7,"Mon, Oct 31, 2022",9:00p,,Box Score,@,Utah Jazz,L,,105,121,4,3,L 2,18206,2:16,,MEM,2023
8,"Wed, Nov 2, 2022",10:00p,,Box Score,@,Portland Trail Blazers,W,,111,106,5,3,W 1,19462,2:19,,MEM,2023
9,"Fri, Nov 4, 2022",8:00p,,Box Score,,Charlotte Hornets,W,,130,99,6,3,W 2,17187,2:07,,MEM,2023
10,"Sun, Nov 6, 2022",6:00p,,Box Score,,Washington Wizards,W,,103,97,7,3,W 3,16877,2:07,,MEM,2023
11,"Mon, Nov 7, 2022",9:00p,,Box Score,,Boston Celtics,L,,106,109,7,4,L 1,17371,2:08,,MEM,2023
12,"Wed, Nov 9, 2022",8:00p,,Box Score,@,San Antonio Spurs,W,OT,124,122,8,4,W 1,13507,2:28,,MEM,2023
13,"Fri, Nov 11, 2022",9:30p,,Box Score,,Minnesota Timberwolves,W,,114,103,9,4,W 2,16939,2:16,,MEM,2023
14,"Sun, Nov 13, 2022",6:00p,,Box Score,@,Washington Wizards,L,,92,102,9,5,L 1,17667,2:13,,MEM,2023
15,"Tue, Nov 15, 2022",7:30p,,Box Score,@,New Orleans Pelicans,L,,102,113,9,6,L 2,14032,2:13,,MEM,2023
16,"Fri, Nov 18, 2022",8:00p,,Box Score,,Oklahoma City Thunder,W,,121,110,10,6,W 1,17324,2:13,,MEM,2023
17,"Sun, Nov 20, 2022",7:00p,,Box Score,@,Brooklyn Nets,L,,115,127,10,7,L 1,18241,2:12,,MEM,2023
18,"Tue, Nov 22, 2022",8:00p,,Box Score,,Sacramento Kings,L,,109,113,10,8,L 2,16826,2:27,,MEM,2023
19,"Fri, Nov 25, 2022",8:00p,,Box Score,,New Orleans Pelicans,W,,132,111,11,8,W 1,17794,2:13,,MEM,2023
20,"Sun, Nov 27, 2022",6:00p,,Box Score,@,New York Knicks,W,,127,123,12,8,W 2,19524,2:28,,MEM,2023
21,"Wed, Nov 30, 2022",8:00p,,Box Score,@,Minnesota Timberwolves,L,,101,109,12,9,L 1,15980,2:23,,MEM,2023
22,"Fri, Dec 2, 2022",8:00p,,Box Score,,Philadelphia 76ers,W,,117,109,13,9,W 1,17022,2:13,,MEM,2023
23,"Sun, Dec 4, 2022",6:00p,,Box Score,@,Detroit Pistons,W,,122,112,14,9,W 2,20088,2:13,,MEM,2023
24,"Mon, Dec 5, 2022",8:00p,,Box Score,,Miami Heat,W,,101,93,15,9,W 3,16122,2:07,,MEM,2023
25,"Wed, Dec 7, 2022",8:00p,,Box Score,,Oklahoma City Thunder,W,,123,102,16,9,W 4,15942,2:03,,MEM,2023
26,"Fri, Dec 9, 2022",8:00p,,Box Score,,Detroit Pistons,W,,114,103,17,9,W 5,17103,2:15,,MEM,2023
27,"Mon, Dec 12, 2022",8:00p,,Box Score,,Atlanta Hawks,W,,128,103,18,9,W 6,16544,2:05,,MEM,2023
28,"Thu, Dec 15, 2022",8:00p,,Box Score,,Milwaukee Bucks,W,,142,101,19,9,W 7,17794,2:14,,MEM,2023
29,"Sat, Dec 17, 2022",8:00p,,Box Score,@,Oklahoma City Thunder,L,,109,115,19,10,L 1,16895,2:19,,MEM,2023
30,"Tue, Dec 20, 2022",10:00p,,Box Score,@,Denver Nuggets,L,,91,105,19,11,L 2,19605,2:22,,MEM,2023
31,"Fri, Dec 23, 2022",10:00p,,Box Score,@,Phoenix Suns,W,,125,100,20,11,W 1,17071,2:25,,MEM,2023
32,"Sun, Dec 25, 2022",8:00p,,Box Score,@,Golden State Warriors,L,,109,123,20,12,L 1,18064,2:31,,MEM,2023
33,"Tue, Dec 27, 2022",8:00p,,Box Score,,Phoenix Suns,L,,108,125,20,13,L 2,18239,2:24,,MEM,2023
34,"Thu, Dec 29, 2022",7:30p,,Box Score,@,Toronto Raptors,W,,119,106,21,13,W 1,19800,2:11,,MEM,2023
35,"Sat, Dec 31, 2022",8:00p,,Box Score,,New Orleans Pelicans,W,,116,101,22,13,W 2,17951,2:37,,MEM,2023
36,"Sun, Jan 1, 2023",8:00p,,Box Score,,Sacramento Kings,W,,118,108,23,13,W 3,17794,2:11,,MEM,2023
37,"Wed, Jan 4, 2023",7:00p,,Box Score,@,Charlotte Hornets,W,,131,107,24,13,W 4,19249,2:09,,MEM,2023
38,"Thu, Jan 5, 2023",7:00p,,Box Score,@,Orlando Magic,W,,123,115,25,13,W 5,19184,2:18,,MEM,2023
39,"Sun, Jan 8, 2023",6:00p,,Box Score,,Utah Jazz,W,,123,118,26,13,W 6,17794,2:15,,MEM,2023
40,"Mon, Jan 9, 2023",8:00p,,Box Score,,San Antonio Spurs,W,,121,113,27,13,W 7,16013,2:10,,MEM,2023
41,"Wed, Jan 11, 2023",8:00p,,Box Score,,San Antonio Spurs,W,,135,129,28,13,W 8,16454,2:13,,MEM,2023
42,"Sat, Jan 14, 2023",7:00p,,Box Score,@,Indiana Pacers,W,,130,112,29,13,W 9,17274,2:17,,MEM,2023
43,"Mon, Jan 16, 2023",6:00p,,Box Score,,Phoenix Suns,W,,136,106,30,13,W 10,17794,2:14,,MEM,2023
44,"Wed, Jan 18, 2023",8:00p,,Box Score,,Cleveland Cavaliers,W,,115,114,31,13,W 11,16892,2:06,,MEM,2023
45,"Fri, Jan 20, 2023",10:00p,,Box Score,@,Los Angeles Lakers,L,,121,122,31,14,L 1,18997,2:41,,MEM,2023
46,"Sun, Jan 22, 2023",8:00p,,Box Score,@,Phoenix Suns,L,,110,112,31,15,L 2,17071,2:27,,MEM,2023
47,"Mon, Jan 23, 2023",10:30p,,Box Score,@,Sacramento Kings,L,,100,133,31,16,L 3,17821,2:03,,MEM,2023
48,"Wed, Jan 25, 2023",10:00p,,Box Score,@,Golden State Warriors,L,,120,122,31,17,L 4,18064,2:45,,MEM,2023
49,"Fri, Jan 27, 2023",7:30p,,Box Score,@,Minnesota Timberwolves,L,,100,111,31,18,L 5,17136,2:12,,MEM,2023
50,"Sun, Jan 29, 2023",6:00p,,Box Score,,Indiana Pacers,W,,112,100,32,18,W 1,17794,2:21,,MEM,2023
51,"Wed, Feb 1, 2023",7:00p,,Box Score,,Portland Trail Blazers,L,,112,122,32,19,L 1,14589,2:28,,MEM,2023
52,"Thu, Feb 2, 2023",7:30p,,Box Score,@,Cleveland Cavaliers,L,,113,128,32,20,L 2,19432,2:25,,MEM,2023
53,"Sun, Feb 5, 2023",6:00p,,Box Score,,Toronto Raptors,L,,103,106,32,21,L 3,17794,2:15,,MEM,2023
54,"Tue, Feb 7, 2023",8:00p,,Box Score,,Chicago Bulls,W,,104,89,33,21,W 1,17012,2:11,,MEM,2023
55,"Fri, Feb 10, 2023",8:00p,,Box Score,,Minnesota Timberwolves,W,,128,107,34,21,W 2,17794,2:06,,MEM,2023
56,"Sun, Feb 12, 2023",2:00p,,Box Score,@,Boston Celtics,L,,109,119,34,22,L 1,19156,2:15,,MEM,2023
57,"Wed, Feb 15, 2023",8:00p,,Box Score,,Utah Jazz,W,,117,111,35,22,W 1,16748,2:13,,MEM,2023
58,"Thu, Feb 23, 2023",7:30p,,Box Score,@,Philadelphia 76ers,L,,105,110,35,23,L 1,21205,2:42,,MEM,2023
59,"Sat, Feb 25, 2023",8:00p,,Box Score,,Denver Nuggets,W,,112,94,36,23,W 1,18302,1:58,,MEM,2023
60,"Tue, Feb 28, 2023",7:30p,,Box Score,,Los Angeles Lakers,W,,121,109,37,23,W 2,17794,2:17,,MEM,2023
61,"Wed, Mar 1, 2023",8:00p,,Box Score,@,Houston Rockets,W,,113,99,38,23,W 3,15919,2:06,,MEM,2023
62,"Fri, Mar 3, 2023",10:00p,,Box Score,@,Denver Nuggets,L,,97,113,38,24,L 1,19641,2:28,,MEM,2023
63,"Sun, Mar 5, 2023",10:00p,,Box Score,@,Los Angeles Clippers,L,,129,135,38,25,L 2,19068,2:21,,MEM,2023
64,"Tue, Mar 7, 2023",10:00p,,Box Score,@,Los Angeles Lakers,L,,103,112,38,26,L 3,18997,2:24,,MEM,2023
65,"Thu, Mar 9, 2023",7:30p,,Box Score,,Golden State Warriors,W,,131,110,39,26,W 1,17794,2:25,,MEM,2023
66,"Sat, Mar 11, 2023",8:00p,,Box Score,,Dallas Mavericks,W,,112,108,40,26,W 2,17794,2:09,,MEM,2023
67,"Mon, Mar 13, 2023",7:30p,,Box Score,@,Dallas Mavericks,W,,104,88,41,26,W 3,20303,2:10,,MEM,2023
