Rk,Player,Age,Pos,G,GS,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd,Awards,Team,Season
1.0,Jerami Grant,29.0,PF,54,54,1830,0,0,41,53,6,-9.6,-0.5,47,47,66,14,136,14,380,27,64,,POR,2024
2.0,Deandre Ayton,25.0,C,55,55,1784,0,0,0,0,100,-8.7,1.3,28,42,75,14,40,3,222,11,41,,POR,2024
3.0,Scoot Henderson,19.0,PG,62,32,1765,99,1,0,0,0,-13.9,-8.2,123,49,85,22,93,21,823,16,50,,POR,2024
4.0,Toumani Camara,23.0,PF,70,49,1739,0,0,0,84,16,-4.8,8.2,38,19,92,13,44,34,213,10,27,,POR,2024
5.0,Jabari Walker,21.0,PF,72,23,1700,0,2,35,58,6,-10.8,-2.5,17,26,80,13,81,13,168,21,63,,POR,2024
6.0,Anfernee Simons,24.0,SG,46,46,1582,24,69,7,0,0,-10.3,-1.6,64,42,56,9,74,4,595,15,51,,POR,2024
7.0,Matisse Thybulle,26.0,SF,65,19,1487,0,30,65,5,0,-7.5,3.1,24,9,47,3,14,14,212,2,12,,POR,2024
8.0,Kris Murray,23.0,SF,62,29,1348,0,9,64,26,1,-6.3,4.6,34,14,50,4,31,5,200,10,26,,POR,2024
9.0,Duop Reath,27.0,C,68,20,1214,0,0,0,4,96,-8.3,1.5,15,17,96,14,49,8,155,12,35,,POR,2024
10.0,Malcolm Brogdon,31.0,PG,39,25,1121,61,39,0,0,0,-3.6,8.0,34,17,32,4,50,8,517,12,29,,POR,2024
11.0,Shaedon Sharpe,20.0,SG,32,25,1059,5,77,18,0,0,-10.7,-1.8,39,20,28,9,52,9,232,12,33,,POR,2024
12.0,Dalano Banton,24.0,PG,30,8,876,42,58,0,0,0,-14.3,-6.2,41,18,29,5,48,0,260,11,32,,POR,2024
13.0,Rayan Rupert,19.0,SG,39,12,633,5,51,43,0,0,-10.4,-1.2,14,11,38,3,11,3,154,1,21,,POR,2024
14.0,Justin Minaya,24.0,SF,34,1,381,1,29,60,11,0,-9.8,-0.4,3,2,18,1,3,4,50,1,5,,POR,2024
15.0,Skylar Mays,26.0,PG,21,5,356,90,10,0,0,0,-14.9,-6.1,12,4,10,0,7,1,180,2,9,,POR,2024
16.0,Ashton Hagans,24.0,PG,19,1,316,100,0,0,0,0,-3.1,6.8,19,6,23,2,7,1,126,1,9,,POR,2024
17.0,Ibou Badji,21.0,C,22,1,226,0,0,0,0,100,-20.0,-11.3,2,7,30,4,5,1,28,0,3,,POR,2024
18.0,Moses Brown,24.0,C,22,5,200,0,0,0,0,100,-17.1,-8.1,3,4,20,2,16,0,14,3,12,,POR,2024
19.0,Robert Williams,26.0,C,6,0,119,0,0,0,18,82,-12.2,-3.0,2,2,12,2,5,0,12,3,4,,POR,2024
20.0,Jamaree Bouyea,24.0,PG,6,0,57,100,0,0,0,0,-20.6,-11.4,4,2,1,1,0,1,21,0,2,,POR,2024
21.0,Ish Wainright,29.0,SF,7,0,46,0,19,34,47,0,-0.8,8.7,1,0,2,0,1,0,0,0,0,,POR,2024
22.0,Taze Moore,25.0,SG,4,0,40,36,64,0,0,0,-21.1,-11.8,2,1,2,0,1,1,13,0,0,,POR,2024
,Team Totals,,,82,82,19879,20,20,20,20,20,-9.4,0.1,566,359,892,139,768,145,4575,170,528,,POR,2024
