Unnamed: 0_level_1,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,eFG%,TOV%,ORB%,FT/FGA,eFG%,TOV%,DRB%,FT/FGA,Arena,Attendance,Team,Season
Team,22,60,23,59,-8.43,0.38,-8.05,114.1,122.3,102.3,0.277,0.402,0.536,13.2,26.2,0.218,0.578,12.4,72.9,0.227,Delta Center,745626,UTA,2026
Lg Rank,26,4,27,27,27.0,2.0,27.0,22.0,29.0,3.0,10.0,21.0,20.0,22.0,12.0,8.0,30.0,18.0,24.0,28.0,,15,UTA,2026
