No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College,Team,Season
12,Steven Adams,C,6-11,265,"July 20, 1993",nz NZ,7,Pitt,NOP,2021
6,Nickeil Alexander-Walker,SG,6-5,205,"September 2, 1998",ca CA,1,Virginia Tech,NOP,2021
2,Lonzo Ball,PG,6-5,190,"October 27, 1997",us US,3,UCLA,NOP,2021
5,Eric Bledsoe,SG,6-1,214,"December 9, 1989",us US,10,Kentucky,NOP,2021
32,Wenyen Gabriel,PF,6-9,205,"March 26, 1997",sd SD,1,Kentucky,NOP,2021
3,Josh Hart,SF,6-5,215,"March 6, 1995",us US,3,Villanova,NOP,2021
10,Jaxson Hayes,C,7-0,220,"May 23, 2000",us US,1,Texas,NOP,2021
9,Willy HernangÃ³mez,C,6-11,250,"May 27, 1994",es ES,4,,NOP,2021
14,Brandon Ingram,SF,6-8,190,"September 2, 1997",us US,4,Duke,NOP,2021
4,Wes Iwundu,SF,6-6,195,"December 20, 1994",us US,3,Kansas State,NOP,2021
16,James Johnson,PF,6-7,240,"February 20, 1987",us US,11,Wake Forest,NOP,2021
13,Kira Lewis Jr.,PG,6-1,170,"April 6, 2001",us US,R,Alabama,NOP,2021
0,Didi Louzada,SF,6-5,188,"February 7, 1999",br BR,R,,NOP,2021
25,Will Magnay,C,6-10,234,"June 10, 1998",au AU,R,Tulsa,NOP,2021
8,Naji Marshall,SF,6-6,220,"January 24, 1998",us US,R,Xavier,NOP,2021
20,NicolÃ² Melli,PF,6-9,236,"January 26, 1991",it IT,1,,NOP,2021
21,James Nunnally,SF,6-7,205,"July 14, 1990",us US,2,UC Santa Barbara,NOP,2021
4,JJ Redick,SG,6-3,200,"June 24, 1984",us US,14,Duke,NOP,2021
24,Isaiah Thomas,PG,5-9,185,"February 7, 1989",us US,9,Washington,NOP,2021
15,Sindarius Thornwell,SG,6-4,215,"November 15, 1994",us US,3,South Carolina,NOP,2021
1,Zion Williamson,PF,6-6,284,"July 6, 2000",us US,1,Duke,NOP,2021
