G,Date,Start (ET),Unnamed: 3,Unnamed: 4,Unnamed: 5,Opponent,Unnamed: 7,Unnamed: 8,Tm,Opp,W,L,Streak,Attend.,LOG,Notes,Team,Season
40,"Sat, Jan 13, 2024",8:30p,,Box Score,@,Dallas Mavericks,W,,118,108,24,16,W 1,20155,2:10,,NOP,2024
41,"Mon, Jan 15, 2024",2:30p,,Box Score,@,Dallas Mavericks,L,,120,125,24,17,L 1,20010,2:29,,NOP,2024
42,"Wed, Jan 17, 2024",8:00p,,Box Score,,Charlotte Hornets,W,,132,112,25,17,W 1,16093,2:04,,NOP,2024
43,"Fri, Jan 19, 2024",8:00p,,Box Score,,Phoenix Suns,L,,109,123,25,18,L 1,18686,2:07,,NOP,2024
44,"Tue, Jan 23, 2024",8:00p,,Box Score,,Utah Jazz,W,,153,124,26,18,W 1,16032,2:05,,NOP,2024
45,"Fri, Jan 26, 2024",8:00p,,Box Score,,Oklahoma City Thunder,L,,83,107,26,19,L 1,18624,2:00,,NOP,2024
46,"Sat, Jan 27, 2024",8:00p,,Box Score,@,Milwaukee Bucks,L,,117,141,26,20,L 2,17940,2:14,,NOP,2024
47,"Mon, Jan 29, 2024",7:30p,,Box Score,@,Boston Celtics,L,,112,118,26,21,L 3,19156,2:08,,NOP,2024
48,"Wed, Jan 31, 2024",8:00p,,Box Score,@,Houston Rockets,W,,110,99,27,21,W 1,18055,2:14,,NOP,2024
49,"Fri, Feb 2, 2024",8:00p,,Box Score,@,San Antonio Spurs,W,,114,113,28,21,W 2,17207,2:12,,NOP,2024
50,"Mon, Feb 5, 2024",8:00p,,Box Score,,Toronto Raptors,W,,138,100,29,21,W 3,17429,1:59,,NOP,2024
51,"Wed, Feb 7, 2024",10:00p,,Box Score,@,Los Angeles Clippers,W,,117,106,30,21,W 4,19370,2:17,,NOP,2024
52,"Fri, Feb 9, 2024",10:30p,,Box Score,@,Los Angeles Lakers,L,,122,139,30,22,L 1,18997,2:13,,NOP,2024
53,"Sat, Feb 10, 2024",10:00p,,Box Score,@,Portland Trail Blazers,W,,93,84,31,22,W 1,18226,2:02,,NOP,2024
54,"Mon, Feb 12, 2024",8:00p,,Box Score,@,Memphis Grizzlies,W,,96,87,32,22,W 2,15823,,,NOP,2024
55,"Wed, Feb 14, 2024",8:00p,,Box Score,,Washington Wizards,W,,133,126,33,22,W 3,18316,2:30,,NOP,2024
56,"Thu, Feb 22, 2024",8:00p,,Box Score,,Houston Rockets,W,,127,105,34,22,W 4,17421,2:18,,NOP,2024
57,"Fri, Feb 23, 2024",8:00p,,Box Score,,Miami Heat,L,,95,106,34,23,L 1,18658,2:26,,NOP,2024
58,"Sun, Feb 25, 2024",7:00p,,Box Score,,Chicago Bulls,L,,106,114,34,24,L 2,18684,2:05,,NOP,2024
59,"Tue, Feb 27, 2024",7:30p,,Box Score,@,New York Knicks,W,,115,92,35,24,W 1,19812,2:09,,NOP,2024
60,"Wed, Feb 28, 2024",7:30p,,Box Score,@,Indiana Pacers,L,,114,123,35,25,L 1,16010,2:16,,NOP,2024
61,"Fri, Mar 1, 2024",8:00p,,Box Score,,Indiana Pacers,W,,129,102,36,25,W 1,17898,2:12,,NOP,2024
62,"Tue, Mar 5, 2024",7:30p,,Box Score,@,Toronto Raptors,W,,139,98,37,25,W 2,18864,2:00,,NOP,2024
63,"Fri, Mar 8, 2024",7:00p,,Box Score,@,Philadelphia 76ers,W,,103,95,38,25,W 3,19777,2:15,,NOP,2024
64,"Sun, Mar 10, 2024",6:00p,,Box Score,@,Atlanta Hawks,W,,116,103,39,25,W 4,17695,2:02,,NOP,2024
65,"Wed, Mar 13, 2024",8:00p,,Box Score,,Cleveland Cavaliers,L,,95,116,39,26,L 1,17727,1:57,,NOP,2024
66,"Fri, Mar 15, 2024",8:00p,,Box Score,,Los Angeles Clippers,W,,112,104,40,26,W 1,18865,2:09,,NOP,2024
67,"Sat, Mar 16, 2024",7:00p,,Box Score,,Portland Trail Blazers,W,,126,107,41,26,W 2,17725,2:09,,NOP,2024
68,"Tue, Mar 19, 2024",7:30p,,Box Score,@,Brooklyn Nets,W,,104,91,42,26,W 3,17732,2:05,,NOP,2024
69,"Thu, Mar 21, 2024",7:00p,,Box Score,@,Orlando Magic,L,,106,121,42,27,L 1,17094,2:09,,NOP,2024
70,"Fri, Mar 22, 2024",8:00p,,Box Score,@,Miami Heat,W,,111,88,43,27,W 1,19727,1:57,,NOP,2024
71,"Sun, Mar 24, 2024",3:00p,,Box Score,@,Detroit Pistons,W,,114,101,44,27,W 2,19922,2:08,,NOP,2024
72,"Tue, Mar 26, 2024",8:00p,,Box Score,,Oklahoma City Thunder,L,,112,119,44,28,L 1,17436,2:10,,NOP,2024
73,"Thu, Mar 28, 2024",8:00p,,Box Score,,Milwaukee Bucks,W,,107,100,45,28,W 1,17484,2:20,,NOP,2024
74,"Sat, Mar 30, 2024",5:00p,,Box Score,,Boston Celtics,L,,92,104,45,29,L 1,17932,2:01,,NOP,2024
75,"Mon, Apr 1, 2024",8:00p,,Box Score,,Phoenix Suns,L,,111,124,45,30,L 2,17753,2:14,,NOP,2024
76,"Wed, Apr 3, 2024",8:00p,,Box Score,,Orlando Magic,L,,108,117,45,31,L 3,16427,,,NOP,2024
77,"Fri, Apr 5, 2024",8:00p,,Box Score,,San Antonio Spurs,L,,109,111,45,32,L 4,17422,2:01,,NOP,2024
78,"Sun, Apr 7, 2024",6:00p,,Box Score,@,Phoenix Suns,W,,113,105,46,32,W 1,17071,2:13,,NOP,2024
79,"Tue, Apr 9, 2024",10:00p,,Box Score,@,Portland Trail Blazers,W,,110,100,47,32,W 2,18341,2:01,,NOP,2024
80,"Thu, Apr 11, 2024",10:00p,,Box Score,@,Sacramento Kings,W,,135,123,48,32,W 3,17832,2:17,,NOP,2024
81,"Fri, Apr 12, 2024",10:00p,,Box Score,@,Golden State Warriors,W,,114,109,49,32,W 4,18064,2:13,,NOP,2024
82,"Sun, Apr 14, 2024",3:30p,,Box Score,,Los Angeles Lakers,L,,108,124,49,33,L 1,18633,2:16,,NOP,2024
83,"Tue, Apr 16, 2024",7:30p,,Box Score,,Los Angeles Lakers,L,,106,110,49,34,L 2,18591,2:33,Play-In Game,NOP,2024
84,"Fri, Apr 19, 2024",9:30p,,Box Score,,Sacramento Kings,W,,105,98,50,34,W 1,18656,2:22,Play-In Game,NOP,2024
