Unnamed: 0_level_1,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,eFG%,TOV%,ORB%,FT/FGA,eFG%,TOV%,DRB%,FT/FGA,Arena,Attendance,Team,Season
Team,17,65,20,62,-9.34,0.83,-8.51,111.2,120.4,100.0,0.252,0.449,0.533,14.9,26.9,0.195,0.559,10.3,74.1,0.185,Delta Center,745175,UTA,2025
Lg Rank,30,1,27,27,28.0,2.0,27.0,24.0,30.0,5.0,7.0,7.0,21.0,30.0,6.0,11.0,27.0,30.0,22.0,12.0,,15,UTA,2025
