No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College,Team,Season
24,Cam Spencer,SG,6-3,205,"April 6, 2000",us US,1,"Loyola (MD), Rutgers University, UConn",MEM,2026
0,Jaylen Wells,SG,6-7,206,"August 26, 2003",us US,1,"Sonoma State University, Washington State",MEM,2026
23,Cedric Coward,SG,6-5,206,"September 11, 2003",us US,R,"Willamette University, Eastern Washington, Washington State",MEM,2026
45,GG Jackson II,PF,6-9,210,"December 17, 2004",us US,2,South Carolina,MEM,2026
18,Olivier-Maxence Prosper,PF,6-7,230,"July 3, 2002",ca CA,2,"Clemson, Marquette",MEM,2026
3,Kentavious Caldwell-Pope,SG,6-5,204,"February 18, 1993",us US,12,Georgia,MEM,2026
7,Santi Aldama,PF,7-0,215,"January 10, 2001",es ES,4,Loyola (MD),MEM,2026
10,Javon Small (TW),PG,6-1,190,"December 19, 2002",us US,R,"East Carolina University, Oklahoma State, West Virginia",MEM,2026
21,Jahmai Mashack (TW),SG,6-4,203,"November 10, 2002",us US,R,Tennessee,MEM,2026
22,Taylor Hendricks,PF,6-9,215,"November 22, 2003",us US,2,Central Florida,MEM,2026
4,Walter Clayton,PG,6-4,195,"March 6, 2003",us US,R,"Iona College, Florida",MEM,2026
12,Ja Morant,PG,6-2,174,"August 10, 1999",us US,6,Murray State,MEM,2026
32,Rayan Rupert (TW),SG,6-7,205,"May 31, 2004",fr FR,2,,MEM,2026
2,Ty Jerome,SG,6-5,195,"July 8, 1997",us US,6,Virginia,MEM,2026
14,Zach Edey,C,7-3,305,"May 14, 2002",ca CA,1,Purdue,MEM,2026
1,Scotty Pippen Jr.,PG,6-2,170,"November 10, 2000",us US,3,Vanderbilt,MEM,2026
67,Taj Gibson,C,6-9,232,"June 24, 1985",us US,16,USC,MEM,2026
15,Brandon Clarke,PF,6-8,215,"September 19, 1996",ca CA,6,"San Jose State, Gonzaga",MEM,2026
