No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College,Team,Season
41,Saddiq Bey,SF,6-8,215,"April 9, 1999",us US,2,Villanova,ATL,2023
13,Bogdan BogdanoviÄ,SG,6-5,225,"August 18, 1992",rs RS,5,,ATL,2023
15,Clint Capela,C,6-10,256,"May 18, 1994",ch CH,8,,ATL,2023
20,John Collins,PF,6-9,226,"September 23, 1997",us US,5,Wake Forest,ATL,2023
7,Jarrett Culver,SF,6-6,195,"February 20, 1999",us US,3,Texas Tech,ATL,2023
24,Bruno Fernando,C,6-9,240,"August 15, 1998",ao AO,3,Maryland,ATL,2023
2,Trent Forrest,SG,6-4,210,"June 12, 1998",us US,2,Florida State,ATL,2023
14,AJ Griffin,SF,6-6,220,"August 25, 2003",us US,R,Duke,ATL,2023
3,Aaron Holiday,PG,6-0,185,"September 30, 1996",us US,4,UCLA,ATL,2023
8,Justin Holiday,SF,6-6,180,"April 5, 1989",us US,9,Washington,ATL,2023
12,De'Andre Hunter,SF,6-7,221,"December 2, 1997",us US,3,Virginia,ATL,2023
1,Jalen Johnson,SF,6-8,219,"December 18, 2001",us US,1,Duke,ATL,2023
0,Frank Kaminsky,C,7-0,240,"April 4, 1993",us US,7,Wisconsin,ATL,2023
27,VÃ­t KrejÄÃ­,PG,6-8,195,"June 19, 2000",cz CZ,1,,ATL,2023
22,Tyrese Martin,SG,6-6,215,"March 7, 1999",us US,R,"Rhode Island, UConn",ATL,2023
25,Garrison Mathews,SG,6-5,215,"October 24, 1996",us US,3,Lipscomb,ATL,2023
5,Dejounte Murray,SG,6-4,180,"September 19, 1996",us US,5,Washington,ATL,2023
17,Onyeka Okongwu,C,6-10,240,"December 11, 2000",us US,2,USC,ATL,2023
4,Donovan Williams,SG,6-6,190,"September 6, 2001",us US,R,"Texas, UNLV",ATL,2023
11,Trae Young,PG,6-2,164,"September 19, 1998",us US,4,Oklahoma,ATL,2023
