Unnamed: 0_level_1,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,eFG%,TOV%,ORB%,FT/FGA,eFG%,TOV%,DRB%,FT/FGA,Arena,Attendance,Team,Season
Team,35,47,33,49,-3.18,0.28,-2.91,114.6,117.7,101.1,0.265,0.413,0.545,13.0,23.4,0.209,0.554,13.0,72.2,0.229,Gainbridge Fieldhouse,641562,IND,2023
Lg Rank,23,7,25,25,25.0,3.0,25.0,19.0,26.0,4.0,15.0,8.0,16.0,21.0,18.0,13.0,23.0,10.0,30.0,28.0,,29,IND,2023
