Rk,Unnamed: 1,Salary,Team,Season
1,Jonathan Isaac,"$17,400,000",ORL,2024
2,Markelle Fultz,"$17,000,000",ORL,2024
3,Wendell Carter,"$13,050,000",ORL,2024
4,Gary Harris,"$13,000,000",ORL,2024
5,Paolo Banchero,"$11,608,080",ORL,2024
6,Joe Ingles,"$11,000,000",ORL,2024
7,Moritz Wagner,"$8,000,000",ORL,2024
8,Jalen Suggs,"$7,252,080",ORL,2024
9,Anthony Black,"$7,245,480",ORL,2024
10,Cole Anthony,"$5,539,771",ORL,2024
11,Franz Wagner,"$5,508,720",ORL,2024
12,Chuma Okeke,"$5,266,713",ORL,2024
13,Jett Howard,"$5,026,800",ORL,2024
14,Goga Bitadze,"$2,066,585",ORL,2024
15,Caleb Houstan,"$2,000,000",ORL,2024
16,Admiral Schofield,,ORL,2024
17,Trevelin Queen,,ORL,2024
18,Kevon Harris,,ORL,2024
