Rk,Player,Age,Pos,G,GS,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd,Awards,Team,Season
1.0,Tyrese Maxey,23.0,PG,70,70,2626,60,39,1,0,0,4.7,5.0,60,35,67,9,173,11,1045,54,90,"MIP-1,AS",PHI,2024
2.0,Tobias Harris,31.0,PF,70,70,2368,0,0,33,63,4,4.3,3.2,36,28,69,14,107,6,534,27,76,,PHI,2024
3.0,Kelly Oubre Jr.,28.0,SF,68,52,2055,0,18,60,21,2,-0.1,-6.5,33,25,86,16,120,17,248,29,89,,PHI,2024
4.0,Paul Reed,24.0,C,82,24,1590,0,0,0,2,98,3.5,0.9,23,21,114,12,51,7,253,19,41,,PHI,2024
5.0,Nicolas Batum,35.0,PF,57,38,1475,0,0,0,90,10,5.9,4.7,30,5,44,2,8,2,277,1,2,,PHI,2024
6.0,Joel Embiid,29.0,C,39,39,1309,0,0,0,0,100,9.6,10.0,58,57,66,27,198,2,549,35,52,AS,PHI,2024
7.0,De'Anthony Melton,25.0,SG,38,33,1023,5,90,6,0,0,9.6,9.0,21,8,33,3,30,2,261,7,22,,PHI,2024
8.0,Patrick Beverley,35.0,PG,47,5,919,100,0,0,0,0,0.3,-3.5,32,8,41,1,23,10,340,7,8,,PHI,2024
9.0,Buddy Hield,31.0,SG,32,14,824,0,70,30,0,0,-2.0,-6.3,29,9,36,2,10,1,233,2,13,,PHI,2024
10.0,Mo Bamba,25.0,C,57,17,740,0,0,0,0,100,-3.7,-8.2,12,5,55,19,25,2,102,5,12,,PHI,2024
11.0,KJ Martin,23.0,SF,58,2,715,0,16,60,22,3,0.3,-3.3,7,8,37,11,21,2,126,7,28,,PHI,2024
12.0,Kyle Lowry,37.0,PG,23,20,653,100,0,0,0,0,-0.9,-4.7,20,5,24,2,11,10,254,3,4,,PHI,2024
13.0,Marcus Morris,34.0,PF,37,7,637,0,0,46,49,5,-1.8,-5.7,8,2,35,5,15,0,58,4,6,,PHI,2024
14.0,Cameron Payne,29.0,PG,31,8,602,75,25,0,0,0,-0.6,-4.2,25,6,29,0,11,10,230,3,16,,PHI,2024
15.0,Danuel House Jr.,30.0,SF,34,4,509,0,39,48,12,1,1.8,-1.4,11,3,30,1,26,3,65,8,7,,PHI,2024
16.0,Robert Covington,33.0,SF,26,3,419,0,23,60,16,0,8.3,5.9,2,4,19,3,11,1,38,2,7,,PHI,2024
17.0,Jaden Springer,21.0,SG,32,1,377,28,57,15,0,0,-6.2,-10.2,10,6,25,5,16,6,83,2,14,,PHI,2024
18.0,Furkan Korkmaz,26.0,SG,35,0,300,13,48,30,8,0,6.0,3.3,5,3,13,1,10,2,57,6,2,,PHI,2024
19.0,Ricky Council IV,22.0,SG,32,0,289,0,27,59,14,0,2.8,-0.2,2,0,9,1,35,0,38,9,6,,PHI,2024
20.0,Jeff Dowtin Jr.,26.0,PG,12,0,142,52,42,5,0,0,5.9,3.0,2,2,0,1,3,2,65,2,2,,PHI,2024
21.0,Terquavion Smith,21.0,PG,16,0,84,99,2,0,0,0,-5.0,-8.1,5,2,4,0,2,0,26,1,3,,PHI,2024
22.0,P.J. Tucker,38.0,PF,3,3,66,0,0,88,12,0,22.9,20.2,1,0,7,0,0,1,0,0,0,,PHI,2024
23.0,Danny Green,36.0,SG,2,0,18,0,50,50,0,0,-3.0,-6.0,0,0,1,0,0,0,2,0,0,,PHI,2024
24.0,D.J. Wilson,27.0,PF,2,0,15,0,0,0,16,84,7.1,4.2,0,0,0,0,0,0,4,0,1,,PHI,2024
25.0,Darius Bazley,23.0,PF,3,0,10,0,0,0,66,34,-5.9,-8.9,1,0,0,0,0,0,5,0,1,,PHI,2024
26.0,Kenneth Lofton Jr.,21.0,PF,2,0,9,0,0,0,41,59,-74.0,-77.2,0,2,0,0,0,0,0,0,1,,PHI,2024
27.0,Filip PetruÅ¡ev,23.0,C,1,0,3,0,0,0,57,43,50.0,47.0,0,0,0,0,0,0,0,0,0,,PHI,2024
28.0,Javonte Smart,24.0,PG,1,0,1,100,0,0,0,0,-300.0,-303.0,0,0,0,0,0,0,0,0,0,,PHI,2024
,Team Totals,,,82,82,19778,20,20,20,20,20,3.0,0.5,433,244,844,135,906,97,4893,233,503,,PHI,2024
