Unnamed: 0_level_1,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,eFG%,TOV%,ORB%,FT/FGA,eFG%,TOV%,DRB%,FT/FGA,Arena,Attendance,Team,Season
Team,50,32,50,32,3.89,0.08,3.97,119.9,116.0,99.8,0.259,0.356,0.573,12.5,26.7,0.2,0.542,11.3,74.6,0.173,Ball Arena,811211,DEN,2025
Lg Rank,6,22,9,9,9.0,15.0,8.0,4.0,22.0,8.0,5.0,30.0,2.0,13.0,7.0,7.0,16.0,27.0,17.0,4.0,,4,DEN,2025
