G,Date,Start (ET),Unnamed: 3,Unnamed: 4,Unnamed: 5,Opponent,Unnamed: 7,Unnamed: 8,Tm,Opp,W,L,Streak,Attend.,LOG,Notes,Team,Season
1,"Tue, Oct 19, 2021",7:30p,,Box Score,,Brooklyn Nets,W,,127,104,1,0,W 1,17341,2:20,,MIL,2022
2,"Thu, Oct 21, 2021",8:00p,,Box Score,@,Miami Heat,L,,95,137,1,1,L 1,19600,2:21,,MIL,2022
3,"Sat, Oct 23, 2021",8:30p,,Box Score,@,San Antonio Spurs,W,,121,111,2,1,W 1,14353,2:09,,MIL,2022
4,"Mon, Oct 25, 2021",7:00p,,Box Score,@,Indiana Pacers,W,,119,109,3,1,W 2,10339,2:23,,MIL,2022
5,"Wed, Oct 27, 2021",8:00p,,Box Score,,Minnesota Timberwolves,L,,108,113,3,2,L 1,17341,2:14,,MIL,2022
6,"Sat, Oct 30, 2021",8:00p,,Box Score,,San Antonio Spurs,L,,93,102,3,3,L 2,17341,2:11,,MIL,2022
7,"Sun, Oct 31, 2021",7:00p,,Box Score,,Utah Jazz,L,,95,107,3,4,L 3,17341,2:10,,MIL,2022
8,"Tue, Nov 2, 2021",7:00p,,Box Score,@,Detroit Pistons,W,,117,89,4,4,W 1,9254,2:11,,MIL,2022
9,"Fri, Nov 5, 2021",7:30p,,Box Score,,New York Knicks,L,,98,113,4,5,L 1,17341,2:14,,MIL,2022
10,"Sun, Nov 7, 2021",6:00p,,Box Score,@,Washington Wizards,L,,94,101,4,6,L 2,15570,2:12,,MIL,2022
11,"Tue, Nov 9, 2021",7:30p,,Box Score,@,Philadelphia 76ers,W,,118,109,5,6,W 1,20029,2:14,,MIL,2022
12,"Wed, Nov 10, 2021",7:30p,,Box Score,@,New York Knicks,W,,112,100,6,6,W 2,18027,2:07,,MIL,2022
13,"Fri, Nov 12, 2021",7:30p,,Box Score,@,Boston Celtics,L,OT,113,122,6,7,L 1,19156,2:21,,MIL,2022
14,"Sun, Nov 14, 2021",6:00p,,Box Score,@,Atlanta Hawks,L,,100,120,6,8,L 2,16901,2:04,,MIL,2022
15,"Wed, Nov 17, 2021",7:30p,,Box Score,,Los Angeles Lakers,W,,109,102,7,8,W 1,17341,2:12,,MIL,2022
16,"Fri, Nov 19, 2021",8:00p,,Box Score,,Oklahoma City Thunder,W,,96,89,8,8,W 2,17341,2:11,,MIL,2022
17,"Sat, Nov 20, 2021",8:00p,,Box Score,,Orlando Magic,W,,117,108,9,8,W 3,17341,2:17,,MIL,2022
18,"Mon, Nov 22, 2021",8:00p,,Box Score,,Orlando Magic,W,,123,92,10,8,W 4,17341,2:05,,MIL,2022
19,"Wed, Nov 24, 2021",8:00p,,Box Score,,Detroit Pistons,W,,114,93,11,8,W 5,17341,2:04,,MIL,2022
20,"Fri, Nov 26, 2021",9:00p,,Box Score,@,Denver Nuggets,W,,120,109,12,8,W 6,19520,2:10,,MIL,2022
21,"Sun, Nov 28, 2021",5:00p,,Box Score,@,Indiana Pacers,W,,118,100,13,8,W 7,13130,2:07,,MIL,2022
22,"Wed, Dec 1, 2021",8:00p,,Box Score,,Charlotte Hornets,W,,127,125,14,8,W 8,17341,2:23,,MIL,2022
23,"Thu, Dec 2, 2021",7:30p,,Box Score,@,Toronto Raptors,L,,93,97,14,9,L 1,19800,2:17,,MIL,2022
24,"Sat, Dec 4, 2021",8:00p,,Box Score,,Miami Heat,W,,124,102,15,9,W 1,17341,2:19,,MIL,2022
25,"Mon, Dec 6, 2021",8:00p,,Box Score,,Cleveland Cavaliers,W,,112,104,16,9,W 2,17341,2:08,,MIL,2022
26,"Wed, Dec 8, 2021",7:30p,,Box Score,@,Miami Heat,L,,104,113,16,10,L 1,19600,2:21,,MIL,2022
27,"Fri, Dec 10, 2021",8:00p,,Box Score,@,Houston Rockets,W,,123,114,17,10,W 1,16319,2:21,,MIL,2022
28,"Sun, Dec 12, 2021",12:00p,,Box Score,@,New York Knicks,W,,112,97,18,10,W 2,19812,2:01,,MIL,2022
29,"Mon, Dec 13, 2021",7:30p,,Box Score,@,Boston Celtics,L,,103,117,18,11,L 1,19156,2:10,,MIL,2022
30,"Wed, Dec 15, 2021",8:00p,,Box Score,,Indiana Pacers,W,,114,99,19,11,W 1,17341,1:59,,MIL,2022
31,"Fri, Dec 17, 2021",8:00p,,Box Score,@,New Orleans Pelicans,L,OT,112,116,19,12,L 1,15504,2:22,,MIL,2022
32,"Sat, Dec 18, 2021",9:00p,,Box Score,,Cleveland Cavaliers,L,,90,119,19,13,L 2,17341,2:00,,MIL,2022
33,"Wed, Dec 22, 2021",8:00p,,Box Score,,Houston Rockets,W,,126,106,20,13,W 1,17341,2:20,,MIL,2022
34,"Thu, Dec 23, 2021",8:30p,,Box Score,@,Dallas Mavericks,W,,102,95,21,13,W 2,19654,2:12,,MIL,2022
35,"Sat, Dec 25, 2021",2:30p,,Box Score,,Boston Celtics,W,,117,113,22,13,W 3,17341,2:29,,MIL,2022
36,"Tue, Dec 28, 2021",7:00p,,Box Score,@,Orlando Magic,W,,127,110,23,13,W 4,16696,2:17,,MIL,2022
37,"Thu, Dec 30, 2021",7:00p,,Box Score,@,Orlando Magic,W,,136,118,24,13,W 5,15855,2:15,,MIL,2022
