Rk,Player,Age,Pos,G,GS,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd,Awards,Team,Season
1.0,Kyle Kuzma,27.0,PF,64,64,2239,0,0,14,81,5,0.2,3.4,65,52,76,35,120,8,574,29,59,,WAS,2023
2.0,Kristaps PorziÅÄ£is,27.0,C,65,65,2120,0,0,0,0,100,1.6,6.2,52,40,112,31,175,8,419,51,57,,WAS,2023
3.0,Corey Kispert,23.0,SF,74,45,2093,0,38,58,3,0,-3.4,-4.5,23,9,54,10,39,6,201,8,36,,WAS,2023
4.0,Deni Avdija,22.0,SF,76,40,2020,0,8,62,30,0,-0.6,1.3,62,30,129,23,78,6,502,21,36,,WAS,2023
5.0,Monte Morris,27.0,PG,62,61,1695,100,0,0,0,0,0.1,2.4,42,12,34,2,30,15,769,11,19,,WAS,2023
6.0,Bradley Beal,29.0,SG,50,50,1673,6,77,16,1,0,0.8,3.6,79,45,57,12,104,7,651,26,33,,WAS,2023
7.0,Daniel Gafford,24.0,C,78,47,1604,0,0,0,32,68,-2.1,-1.4,21,24,120,32,97,7,201,36,28,,WAS,2023
8.0,Delon Wright,30.0,PG,50,14,1221,78,22,0,0,0,2.4,5.3,18,16,32,3,29,15,467,11,14,,WAS,2023
9.0,Jordan Goodwin,24.0,PG,62,7,1106,87,13,0,0,0,-4.7,-4.8,34,12,48,2,34,12,399,9,27,,WAS,2023
10.0,Will Barton,32.0,SG,40,0,782,12,83,6,0,0,-8.6,-9.1,27,9,27,1,17,1,219,3,21,,WAS,2023
11.0,Rui Hachimura,24.0,PF,30,0,728,0,0,56,42,3,-4.5,-4.0,11,13,16,8,29,2,82,9,22,,WAS,2023
12.0,Anthony Gill,30.0,PF,59,8,624,0,0,30,66,5,0.2,1.8,8,3,44,2,30,8,81,8,10,,WAS,2023
13.0,Taj Gibson,37.0,C,49,2,480,0,0,0,18,82,-1.6,-0.4,7,5,39,8,17,5,82,4,8,,WAS,2023
14.0,Kendrick Nunn,27.0,SG,31,0,436,4,85,11,0,0,-2.2,-1.0,18,13,17,1,10,2,130,2,17,,WAS,2023
15.0,Johnny Davis,20.0,SG,28,5,423,0,52,47,1,0,-6.9,-6.2,5,8,24,2,14,2,67,4,9,,WAS,2023
16.0,Quenton Jackson,24.0,PG,9,0,135,57,43,0,0,0,-8.4,-7.4,1,1,5,0,8,6,37,2,3,,WAS,2023
17.0,Xavier Cooks,27.0,PF,10,1,126,0,0,9,91,0,4.7,6.1,1,5,7,1,3,1,15,0,3,,WAS,2023
18.0,Jay Huff,24.0,C,7,0,95,0,0,0,0,100,-4.5,-3.3,1,2,11,2,5,0,26,1,0,,WAS,2023
19.0,Isaiah Todd,21.0,PF,6,1,61,0,0,5,16,80,-6.9,-5.7,0,1,2,1,0,0,11,0,1,,WAS,2023
20.0,Devon Dotson,23.0,PG,6,0,53,95,5,0,0,0,-1.8,-0.6,3,0,3,0,0,0,20,0,2,,WAS,2023
21.0,Vernon Carey Jr.,21.0,C,11,0,28,0,0,0,0,100,-19.0,-17.8,1,0,5,0,1,0,7,0,1,,WAS,2023
22.0,Jamaree Bouyea,23.0,PG,1,0,6,100,0,0,0,0,36.4,37.7,0,0,0,0,0,0,0,0,0,,WAS,2023
23.0,Jordan Schakel,24.0,SF,2,0,6,0,16,84,0,0,33.3,34.7,0,0,0,0,0,0,3,0,0,,WAS,2023
,Team Totals,,,82,82,19754,20,20,20,20,20,-1.3,0.5,479,300,862,176,840,111,4963,235,406,,WAS,2023
