Unnamed: 0_level_1,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,eFG%,TOV%,ORB%,FT/FGA,eFG%,TOV%,DRB%,FT/FGA,Arena,Attendance,Team,Season
Team,50,32,53,29,4.66,0.18,4.84,115.1,110.3,97.5,0.251,0.387,0.554,13.4,24.4,0.2,0.536,13.7,77.5,0.189,Intuit Dome,679593,LAC,2025
Lg Rank,6,22,5,5,6.0,11.0,6.0,14.0,3.0,22.0,9.0,25.0,11.0,25.0,19.0,6.0,8.0,6.0,1.0,14.0,,28,LAC,2025
