Unnamed: 0_level_1,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,eFG%,TOV%,ORB%,FT/FGA,eFG%,TOV%,DRB%,FT/FGA,Arena,Attendance,Team,Season
Team,54,28,53,29,5.15,-0.17,4.97,122.6,117.4,98.4,0.294,0.408,0.577,11.5,23.6,0.237,0.543,10.4,75.3,0.196,Ball Arena,812868,DEN,2026
Lg Rank,5,26,7,7,7.0,22.0,6.0,1.0,21.0,21.0,4.0,17.0,1.0,3.0,24.0,4.0,14.0,30.0,7.0,10.0,,2,DEN,2026
