Unnamed: 0_level_1,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,eFG%,TOV%,ORB%,FT/FGA,eFG%,TOV%,DRB%,FT/FGA,Arena,Attendance,Team,Season
Team,52,30,54,28,5.22,-0.35,4.87,118.6,113.2,96.1,0.26,0.35,0.542,13.3,34.8,0.199,0.53,12.1,74.5,0.189,Toyota Center,740378,HOU,2026
Lg Rank,8,22,6,6,6.0,29.0,7.0,8.0,6.0,29.0,18.0,28.0,17.0,24.0,1.0,20.0,6.0,21.0,9.0,5.0,,18,HOU,2026
