Rk,Unnamed: 1,Salary,Team,Season
1,LeBron James,"$48,728,845",LAL,2025
2,Luka DonÄiÄ,"$43,031,940",LAL,2025
3,Rui Hachimura,"$17,000,000",LAL,2025
4,Dorian Finney-Smith,"$14,924,167",LAL,2025
5,Austin Reaves,"$12,976,362",LAL,2025
6,Maxi Kleber,"$11,000,000",LAL,2025
7,Gabe Vincent,"$11,000,000",LAL,2025
8,Jarred Vanderbilt,"$10,714,286",LAL,2025
9,Dalton Knecht,"$3,819,120",LAL,2025
10,Christian Wood,"$3,036,040",LAL,2025
11,Shake Milton,"$2,875,000",LAL,2025
12,Jaxson Hayes,"$2,463,946",LAL,2025
13,Cam Reddish,"$2,463,946",LAL,2025
14,Markieff Morris,"$2,087,519",LAL,2025
15,Bronny James,"$1,157,153",LAL,2025
16,Alex Len,"$743,829",LAL,2025
17,Jordan Goodwin,"$223,718",LAL,2025
18,Quincy Olivari,,LAL,2025
19,Christian Koloko,,LAL,2025
20,Colin Castleton,,LAL,2025
21,Trey Jemison,,LAL,2025
22,Jordan Goodwin,,LAL,2025
23,Armel TraorÃ©,,LAL,2025
24,Blake Hinson,,LAL,2025
