Rk,Unnamed: 1,Salary,Team,Season
1,Paul George,"$35,450,412",LAC,2021
2,Kawhi Leonard,"$34,379,100",LAC,2021
3,Marcus Morris,"$14,883,721",LAC,2021
4,Patrick Beverley,"$13,333,333",LAC,2021
5,Serge Ibaka,"$9,258,000",LAC,2021
6,Rajon Rondo,"$8,250,000",LAC,2021
7,Ivica Zubac,"$7,000,000",LAC,2021
8,Luke Kennard,"$5,273,826",LAC,2021
9,Patrick Patterson,"$3,077,704",LAC,2021
10,Reggie Jackson,"$1,620,564",LAC,2021
11,Nicolas Batum,"$1,620,564",LAC,2021
12,Terance Mann,"$1,517,984",LAC,2021
13,Daniel Oturu,"$898,310",LAC,2021
14,DeMarcus Cousins,"$455,091",LAC,2021
15,Yogi Ferrell,"$325,167",LAC,2021
16,Malik Fitts,"$61,528",LAC,2021
17,Amir Coffey,$0,LAC,2021
18,Jay Scrubb,$0,LAC,2021
