No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College,Team,Season
2,Brandin Podziemski,SG,6-4,205,"February 25, 2003",us US,2,"Illinois, Santa Clara",GSW,2026
0,Gary Payton II,SG,6-2,195,"December 1, 1992",us US,9,Oregon State,GSW,2026
3,Will Richard,SG,6-3,206,"December 24, 2002",us US,R,"Belmont, Florida",GSW,2026
15,Gui Santos,PF,6-7,185,"June 22, 2002",br BR,2,,GSW,2026
23,Draymond Green,PF,6-6,230,"March 4, 1990",us US,13,Michigan State,GSW,2026
21,Quinten Post,PF,7-0,238,"March 21, 2000",nl NL,1,"Mississippi State, Boston College",GSW,2026
61,Pat Spencer,PG,6-2,205,"July 4, 1996",us US,2,"Loyola (MD), Northwestern",GSW,2026
4,Moses Moody,SG,6-5,211,"May 31, 2002",us US,4,Arkansas,GSW,2026
8,De'Anthony Melton,PG,6-2,200,"May 28, 1998",us US,7,USC,GSW,2026
20,Al Horford,C,6-8,240,"June 3, 1986",do DO,18,Florida,GSW,2026
30,Stephen Curry,PG,6-2,185,"March 14, 1988",us US,16,Davidson,GSW,2026
10,Jimmy Butler,SF,6-6,230,"September 14, 1989",us US,14,"Tyler Junior College, Marquette",GSW,2026
33,Malevy Leons (TW),SF,6-9,210,"September 23, 1999",nl NL,1,"Mineral Area College, Bradley",GSW,2026
18,LJ Cryer (TW),PG,6-1,202,"October 9, 2001",us US,R,"Baylor, Houston",GSW,2026
7,Kristaps PorziÅÄ£is,C,7-2,240,"August 2, 1995",lv LV,9,,GSW,2026
19,Nate Williams (TW),SG,6-5,205,"February 12, 1999",us US,3,Buffalo,GSW,2026
31,Seth Curry,SG,6-1,185,"August 23, 1990",us US,11,"Liberty, Duke",GSW,2026
28,Charles Bassey,C,6-10,230,"October 28, 2000",ng NG,4,Western Kentucky,GSW,2026
