Rk,Unnamed: 1,Salary,Team,Season
1,Kevin Durant,"$40,918,900",BRK,2022
2,Kyrie Irving,"$34,916,200",BRK,2022
3,Ben Simmons,"$33,003,936",BRK,2022
4,Joe Harris,"$17,357,143",BRK,2022
5,Seth Curry,"$8,207,518",BRK,2022
6,Patty Mills,"$5,890,000",BRK,2022
7,Bruce Brown,"$4,736,102",BRK,2022
8,Jevon Carter,"$3,650,000",BRK,2022
9,James Johnson,"$2,641,691",BRK,2022
10,Blake Griffin,"$2,641,691",BRK,2022
11,LaMarcus Aldridge,"$2,641,691",BRK,2022
12,Andre Drummond,"$2,401,537",BRK,2022
13,Edmond Sumner,"$2,320,000",BRK,2022
14,Jahlil Okafor,"$2,130,023",BRK,2022
15,Cam Thomas,"$2,036,280",BRK,2022
16,Day'Ron Sharpe,"$2,009,040",BRK,2022
17,DeAndre' Bembry,"$1,939,350",BRK,2022
18,Nic Claxton,"$1,782,621",BRK,2022
19,Goran DragiÄ,"$728,742",BRK,2022
20,Langston Galloway,"$257,418",BRK,2022
21,Shaquille Harrison,"$205,662",BRK,2022
22,James Ennis,"$126,528",BRK,2022
23,Wenyen Gabriel,"$99,380",BRK,2022
24,Kessler Edwards,"$5,318",BRK,2022
25,David Duke,$0,BRK,2022
