Unnamed: 0_level_1,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,eFG%,TOV%,ORB%,FT/FGA,eFG%,TOV%,DRB%,FT/FGA,Arena,Attendance,Team,Season
Team,64,18,66,16,11.34,-0.6,10.75,123.2,111.6,97.2,0.224,0.471,0.578,10.8,24.9,0.18,0.523,10.8,76.3,0.145,TD Garden,785396,BOS,2024
Lg Rank,1,30,1,1,1.0,29.0,1.0,1.0,3.0,23.0,25.0,1.0,2.0,2.0,12.0,21.0,2.0,29.0,11.0,1.0,,10,BOS,2024
