Rk,Unnamed: 1,Salary,Team,Season
1,Steven Adams,"$29,592,695",NOP,2021
2,Brandon Ingram,"$27,285,000",NOP,2021
3,Eric Bledsoe,"$16,875,000",NOP,2021
4,James Johnson,"$16,047,100",NOP,2021
5,Lonzo Ball,"$11,003,782",NOP,2021
6,Zion Williamson,"$10,245,480",NOP,2021
7,Jaxson Hayes,"$5,105,160",NOP,2021
8,Kira Lewis,"$3,640,200",NOP,2021
9,Josh Hart,"$3,491,159",NOP,2021
10,Nickeil Alexander-Walker,"$3,113,160",NOP,2021
11,Wes Iwundu,"$1,678,854",NOP,2021
12,Willy HernangÃ³mez,"$1,620,564",NOP,2021
13,Wenyen Gabriel,"$1,620,564",NOP,2021
14,Sindarius Thornwell,"$943,480",NOP,2021
15,Marcos Louzada Silva,"$123,056",NOP,2021
16,Naji Marshall,"$120,000",NOP,2021
17,Isaiah Thomas,"$110,998",NOP,2021
18,Will Magnay,$0,NOP,2021
19,James Nunnally,$0,NOP,2021
