Rk,Player,Age,Pos,G,GS,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd,Awards,Team,Season
1.0,Jrue Holiday,31.0,PG,67,64,2208,75,25,0,0,0,9.4,14.0,101,60,63,8,75,10,1110,11,42,"DPOY-8,DEF2",MIL,2022
2.0,Giannis Antetokounmpo,27.0,PF,67,67,2204,0,0,1,65,34,8.0,11.0,71,66,87,48,362,3,1020,85,63,"MVP-3,DPOY-6,AS,NBA1,DEF1",MIL,2022
3.0,Khris Middleton,30.0,SF,66,66,2141,0,10,58,30,2,5.5,5.2,115,47,66,17,100,6,842,22,44,AS,MIL,2022
4.0,Bobby Portis,26.0,C,72,59,2028,0,0,0,13,87,7.0,7.9,20,29,77,22,46,4,222,10,48,,MIL,2022
5.0,Grayson Allen,26.0,SG,66,61,1805,6,84,11,0,0,5.6,4.4,27,7,45,5,30,8,242,6,25,,MIL,2022
6.0,Pat Connaughton,29.0,SF,65,19,1691,1,28,58,13,0,-1.0,-7.2,21,8,46,4,20,16,202,5,13,,MIL,2022
7.0,George Hill,35.0,PG,54,17,1253,95,4,0,0,0,11.4,11.9,25,5,35,3,12,10,297,2,15,,MIL,2022
8.0,Jordan Nwora,23.0,SF,62,13,1185,1,5,46,43,5,-3.1,-9.0,26,17,45,3,19,5,149,4,20,,MIL,2022
9.0,Wesley Matthews,35.0,SG,49,14,1002,8,51,40,1,0,8.3,6.8,11,5,43,1,12,25,85,5,10,,MIL,2022
10.0,Rodney Hood,29.0,PF,39,0,581,0,0,22,65,13,-1.3,-5.3,5,1,16,0,4,2,77,1,0,,MIL,2022
11.0,Thanasis Antetokounmpo,29.0,SF,48,6,473,0,22,56,21,1,-10.6,-15.6,8,6,33,4,20,6,53,2,12,,MIL,2022
12.0,Sandro Mamukelashvili,22.0,PF,41,3,407,0,0,1,39,60,-18.2,-23.7,7,3,18,1,11,0,56,4,9,,MIL,2022
13.0,Jevon Carter,26.0,PG,20,2,353,100,0,0,0,0,-2.7,-6.4,7,1,12,0,0,0,116,0,2,,MIL,2022
14.0,Donte DiVincenzo,25.0,SG,17,0,341,15,76,9,0,0,-5.6,-9.6,13,11,14,3,5,4,67,1,6,,MIL,2022
15.0,Serge Ibaka,32.0,C,19,2,339,0,0,0,2,98,-0.9,-4.5,2,3,22,3,7,1,31,4,3,,MIL,2022
16.0,Semi Ojeleye,27.0,PF,20,0,308,1,4,18,70,8,-18.3,-23.2,3,2,12,0,4,1,14,1,6,,MIL,2022
17.0,Brook Lopez,33.0,C,13,11,298,0,0,0,0,100,-1.5,-5.1,4,2,18,5,10,0,14,3,5,,MIL,2022
18.0,DeMarcus Cousins,31.0,C,17,5,287,0,0,0,0,100,9.3,6.6,10,1,24,4,21,5,47,12,10,,MIL,2022
19.0,Lindell Wigginton,23.0,PG,19,0,199,75,25,0,0,0,-10.4,-14.3,8,2,11,1,15,4,51,2,6,,MIL,2022
20.0,Justin Robinson,24.0,PG,17,0,198,100,0,0,0,0,-10.6,-14.5,7,1,12,0,0,8,51,0,0,,MIL,2022
21.0,Javonte Smart,22.0,PG,13,1,160,55,39,7,0,0,-8.0,-11.7,5,3,6,0,3,0,33,0,7,,MIL,2022
22.0,DeAndre' Bembry,27.0,SF,8,0,77,0,30,67,3,0,-1.2,-4.5,1,0,6,0,0,1,15,0,0,,MIL,2022
23.0,Greg Monroe,31.0,C,5,0,70,0,0,0,0,100,-1.3,-4.6,1,1,3,0,5,0,6,1,6,,MIL,2022
24.0,Langston Galloway,30.0,SG,3,0,49,100,0,0,0,0,-19.7,-23.2,1,0,1,0,0,0,16,0,1,,MIL,2022
25.0,Georgios Kalaitzakis,23.0,SF,9,0,48,10,64,18,8,0,-50.5,-54.3,2,0,1,1,3,0,0,1,0,,MIL,2022
26.0,Rayjon Tucker,24.0,SG,2,0,42,0,60,40,0,0,-9.4,-12.7,0,1,1,0,1,1,14,0,0,,MIL,2022
27.0,Luke Kornet,26.0,C,1,0,3,0,0,0,0,100,-93.3,-96.6,0,0,1,0,0,0,0,0,0,,MIL,2022
28.0,Jeff Dowtin Jr.,24.0,PG,1,0,3,100,0,0,0,0,-80.0,-83.2,0,0,0,0,0,0,0,0,0,,MIL,2022
29.0,Javin DeLaurier,23.0,C,1,0,3,0,0,0,0,100,85.7,82.6,0,0,1,0,0,0,0,0,0,,MIL,2022
,Team Totals,,,82,82,19756,20,20,20,20,20,3.1,2.1,501,282,719,133,785,120,4830,182,353,,MIL,2022
