G,Date,Start (ET),Unnamed: 3,Unnamed: 4,Unnamed: 5,Opponent,Unnamed: 7,Unnamed: 8,Tm,Opp,W,L,Streak,Attend.,LOG,Notes,Team,Season
1,"Tue, Oct 19, 2021",10:00p,,Box Score,@,Los Angeles Lakers,W,,121,114,1,0,W 1,18997,2:33,,GSW,2022
2,"Thu, Oct 21, 2021",10:00p,,Box Score,,Los Angeles Clippers,W,,115,113,2,0,W 2,18064,2:28,,GSW,2022
3,"Sun, Oct 24, 2021",9:00p,,Box Score,@,Sacramento Kings,W,,119,107,3,0,W 3,13876,2:17,,GSW,2022
4,"Tue, Oct 26, 2021",8:00p,,Box Score,@,Oklahoma City Thunder,W,,106,98,4,0,W 4,,2:11,,GSW,2022
5,"Thu, Oct 28, 2021",10:00p,,Box Score,,Memphis Grizzlies,L,OT,101,104,4,1,L 1,18064,2:23,,GSW,2022
6,"Sat, Oct 30, 2021",8:30p,,Box Score,,Oklahoma City Thunder,W,,103,82,5,1,W 1,18064,2:02,,GSW,2022
7,"Wed, Nov 3, 2021",10:00p,,Box Score,,Charlotte Hornets,W,,114,92,6,1,W 2,18064,2:16,,GSW,2022
8,"Fri, Nov 5, 2021",10:00p,,Box Score,,New Orleans Pelicans,W,,126,85,7,1,W 3,18064,2:18,,GSW,2022
9,"Sun, Nov 7, 2021",8:30p,,Box Score,,Houston Rockets,W,,120,107,8,1,W 4,18064,2:11,,GSW,2022
10,"Mon, Nov 8, 2021",10:00p,,Box Score,,Atlanta Hawks,W,,127,113,9,1,W 5,18064,2:17,,GSW,2022
11,"Wed, Nov 10, 2021",10:00p,,Box Score,,Minnesota Timberwolves,W,,123,110,10,1,W 6,18064,2:25,,GSW,2022
12,"Fri, Nov 12, 2021",10:00p,,Box Score,,Chicago Bulls,W,,119,93,11,1,W 7,18064,2:12,,GSW,2022
13,"Sun, Nov 14, 2021",7:00p,,Box Score,@,Charlotte Hornets,L,,102,106,11,2,L 1,19559,2:14,,GSW,2022
14,"Tue, Nov 16, 2021",7:30p,,Box Score,@,Brooklyn Nets,W,,117,99,12,2,W 1,17732,2:22,,GSW,2022
15,"Thu, Nov 18, 2021",7:30p,,Box Score,@,Cleveland Cavaliers,W,,104,89,13,2,W 2,19432,2:08,,GSW,2022
16,"Fri, Nov 19, 2021",7:00p,,Box Score,@,Detroit Pistons,W,,105,102,14,2,W 3,20088,2:16,,GSW,2022
17,"Sun, Nov 21, 2021",8:30p,,Box Score,,Toronto Raptors,W,,119,104,15,2,W 4,18064,2:08,,GSW,2022
18,"Wed, Nov 24, 2021",10:00p,,Box Score,,Philadelphia 76ers,W,,116,96,16,2,W 5,18064,2:30,,GSW,2022
19,"Fri, Nov 26, 2021",10:00p,,Box Score,,Portland Trail Blazers,W,,118,103,17,2,W 6,18064,2:09,,GSW,2022
20,"Sun, Nov 28, 2021",3:30p,,Box Score,@,Los Angeles Clippers,W,,105,90,18,2,W 7,19068,2:17,,GSW,2022
21,"Tue, Nov 30, 2021",10:00p,,Box Score,@,Phoenix Suns,L,,96,104,18,3,L 1,17071,2:14,,GSW,2022
22,"Fri, Dec 3, 2021",10:00p,,Box Score,,Phoenix Suns,W,,118,96,19,3,W 1,18064,2:22,,GSW,2022
23,"Sat, Dec 4, 2021",8:30p,,Box Score,,San Antonio Spurs,L,,107,112,19,4,L 1,18064,2:08,,GSW,2022
24,"Mon, Dec 6, 2021",10:00p,,Box Score,,Orlando Magic,W,,126,95,20,4,W 1,18064,2:10,,GSW,2022
25,"Wed, Dec 8, 2021",10:00p,,Box Score,,Portland Trail Blazers,W,,104,94,21,4,W 2,18064,2:20,,GSW,2022
26,"Sat, Dec 11, 2021",8:30p,,Box Score,@,Philadelphia 76ers,L,,93,102,21,5,L 1,21016,2:18,,GSW,2022
27,"Mon, Dec 13, 2021",7:00p,,Box Score,@,Indiana Pacers,W,,102,100,22,5,W 1,17018,2:24,,GSW,2022
28,"Tue, Dec 14, 2021",7:30p,,Box Score,@,New York Knicks,W,,105,96,23,5,W 2,19812,2:19,,GSW,2022
29,"Fri, Dec 17, 2021",7:30p,,Box Score,@,Boston Celtics,W,,111,107,24,5,W 3,19156,2:29,,GSW,2022
30,"Sat, Dec 18, 2021",7:30p,,Box Score,@,Toronto Raptors,L,,100,119,24,6,L 1,7988,2:02,,GSW,2022
31,"Mon, Dec 20, 2021",10:00p,,Box Score,,Sacramento Kings,W,,113,98,25,6,W 1,18064,2:03,,GSW,2022
32,"Thu, Dec 23, 2021",10:00p,,Box Score,,Memphis Grizzlies,W,,113,104,26,6,W 2,18064,2:17,,GSW,2022
33,"Sat, Dec 25, 2021",5:00p,,Box Score,@,Phoenix Suns,W,,116,107,27,6,W 3,17071,2:18,,GSW,2022
34,"Tue, Dec 28, 2021",10:00p,,Box Score,,Denver Nuggets,L,,86,89,27,7,L 1,18064,2:19,,GSW,2022
35,"Sat, Jan 1, 2022",9:00p,,Box Score,@,Utah Jazz,W,,123,116,28,7,W 1,18306,2:20,,GSW,2022
36,"Mon, Jan 3, 2022",10:00p,,Box Score,,Miami Heat,W,,115,108,29,7,W 2,18064,2:12,,GSW,2022
37,"Wed, Jan 5, 2022",7:30p,,Box Score,@,Dallas Mavericks,L,,82,99,29,8,L 1,20441,2:15,,GSW,2022
38,"Thu, Jan 6, 2022",8:00p,,Box Score,@,New Orleans Pelicans,L,,96,101,29,9,L 2,15986,2:18,,GSW,2022
39,"Sun, Jan 9, 2022",8:30p,,Box Score,,Cleveland Cavaliers,W,,96,82,30,9,W 1,18064,1:59,,GSW,2022
40,"Tue, Jan 11, 2022",8:00p,,Box Score,@,Memphis Grizzlies,L,,108,116,30,10,L 1,17794,2:12,,GSW,2022
41,"Thu, Jan 13, 2022",7:30p,,Box Score,@,Milwaukee Bucks,L,,99,118,30,11,L 2,17848,2:13,,GSW,2022
42,"Fri, Jan 14, 2022",7:30p,,Box Score,@,Chicago Bulls,W,,138,96,31,11,W 1,21174,2:08,,GSW,2022
43,"Sun, Jan 16, 2022",8:00p,,Box Score,@,Minnesota Timberwolves,L,,99,119,31,12,L 1,17136,2:14,,GSW,2022
44,"Tue, Jan 18, 2022",10:00p,,Box Score,,Detroit Pistons,W,,102,86,32,12,W 1,18064,2:11,,GSW,2022
45,"Thu, Jan 20, 2022",10:00p,,Box Score,,Indiana Pacers,L,OT,117,121,32,13,L 1,18064,3:01,,GSW,2022
46,"Fri, Jan 21, 2022",10:00p,,Box Score,,Houston Rockets,W,,105,103,33,13,W 1,18064,2:21,,GSW,2022
47,"Sun, Jan 23, 2022",8:30p,,Box Score,,Utah Jazz,W,,94,92,34,13,W 2,18064,2:04,,GSW,2022
48,"Tue, Jan 25, 2022",10:00p,,Box Score,,Dallas Mavericks,W,,130,92,35,13,W 3,18064,2:15,,GSW,2022
49,"Thu, Jan 27, 2022",10:00p,,Box Score,,Minnesota Timberwolves,W,,124,115,36,13,W 4,18064,2:20,,GSW,2022
50,"Sat, Jan 29, 2022",8:30p,,Box Score,,Brooklyn Nets,W,,110,106,37,13,W 5,18064,2:30,,GSW,2022
51,"Mon, Jan 31, 2022",8:00p,,Box Score,@,Houston Rockets,W,,122,108,38,13,W 6,16146,2:25,,GSW,2022
52,"Tue, Feb 1, 2022",8:30p,,Box Score,@,San Antonio Spurs,W,,124,120,39,13,W 7,17070,2:15,,GSW,2022
53,"Thu, Feb 3, 2022",10:00p,,Box Score,,Sacramento Kings,W,,126,114,40,13,W 8,18064,2:09,,GSW,2022
54,"Mon, Feb 7, 2022",8:00p,,Box Score,@,Oklahoma City Thunder,W,,110,98,41,13,W 9,17009,2:08,,GSW,2022
55,"Wed, Feb 9, 2022",10:00p,,Box Score,@,Utah Jazz,L,,85,111,41,14,L 1,18306,2:16,,GSW,2022
56,"Thu, Feb 10, 2022",10:00p,,Box Score,,New York Knicks,L,,114,116,41,15,L 2,18064,2:20,,GSW,2022
57,"Sat, Feb 12, 2022",8:30p,,Box Score,,Los Angeles Lakers,W,,117,115,42,15,W 1,18064,2:31,,GSW,2022
58,"Mon, Feb 14, 2022",10:30p,,Box Score,@,Los Angeles Clippers,L,,104,119,42,16,L 1,19068,2:05,,GSW,2022
59,"Wed, Feb 16, 2022",10:00p,,Box Score,,Denver Nuggets,L,,116,117,42,17,L 2,18064,2:24,,GSW,2022
