Unnamed: 0_level_1,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,eFG%,TOV%,ORB%,FT/FGA,eFG%,TOV%,DRB%,FT/FGA,Arena,Attendance,Team,Season
Team,47,35,48,34,3.05,-0.3,2.75,121.0,118.0,101.7,0.222,0.38,0.578,11.3,23.8,0.173,0.556,12.1,74.1,0.228,Gainbridge Fieldhouse,677554,IND,2024
Lg Rank,12,16,10,10,9.0,24.0,10.0,2.0,24.0,2.0,26.0,20.0,1.0,6.0,20.0,24.0,22.0,17.0,26.0,30.0,,29,IND,2024
