Rk,Unnamed: 1,Salary,Team,Season
1,Shai Gilgeous-Alexander,"$33,386,850",OKC,2024
2,Gordon Hayward,"$33,319,397",OKC,2024
3,Kevin Porter,"$15,860,000",OKC,2024
4,Luguentz Dort,"$15,277,778",OKC,2024
5,Chet Holmgren,"$10,386,000",OKC,2024
6,Josh Giddey,"$6,587,040",OKC,2024
7,Rudy Gay,"$6,479,000",OKC,2024
8,Kenrich Williams,"$6,175,000",OKC,2024
9,Cason Wallace,"$5,291,400",OKC,2024
10,Aleksej Pokusevski,"$5,009,633",OKC,2024
11,Ousmane Dieng,"$4,798,440",OKC,2024
12,Jalen Williams,"$4,558,680",OKC,2024
13,Usman Garuba,"$2,588,400",OKC,2024
14,TyTy Washington,"$2,320,440",OKC,2024
15,Jaylin Williams,"$2,000,000",OKC,2024
16,Isaiah Joe,"$1,997,238",OKC,2024
17,Aaron Wiggins,"$1,836,096",OKC,2024
18,Lindy Waters,"$766,095",OKC,2024
19,Bismack Biyombo,"$754,488",OKC,2024
20,Jack White,"$600,000",OKC,2024
21,Mike Muscala,"$510,730",OKC,2024
22,Keyontae Johnson,,OKC,2024
23,Olivier Sarr,,OKC,2024
24,Lindy Waters,,OKC,2024
25,Adam Flagler,,OKC,2024
