G,Date,Start (ET),Unnamed: 3,Unnamed: 4,Unnamed: 5,Opponent,Unnamed: 7,Unnamed: 8,Tm,Opp,W,L,Streak,Attend.,LOG,Notes,Team,Season
1,"Wed, Dec 23, 2020",8:00p,,Box Score,@,Memphis Grizzlies,W,,131,119,1,0,W 1,,2:08,,SAS,2021
2,"Sat, Dec 26, 2020",8:30p,,Box Score,,Toronto Raptors,W,,119,114,2,0,W 2,,2:11,,SAS,2021
3,"Sun, Dec 27, 2020",7:00p,,Box Score,@,New Orleans Pelicans,L,,95,98,2,1,L 1,750,2:10,,SAS,2021
4,"Wed, Dec 30, 2020",8:30p,,Box Score,,Los Angeles Lakers,L,,107,121,2,2,L 2,,2:07,,SAS,2021
5,"Fri, Jan 1, 2021",8:00p,,Box Score,,Los Angeles Lakers,L,,103,109,2,3,L 3,,2:14,,SAS,2021
6,"Sun, Jan 3, 2021",7:00p,,Box Score,,Utah Jazz,L,,109,130,2,4,L 4,,2:00,,SAS,2021
7,"Tue, Jan 5, 2021",10:00p,,Box Score,@,Los Angeles Clippers,W,,116,113,3,4,W 1,,2:07,,SAS,2021
8,"Thu, Jan 7, 2021",10:00p,,Box Score,@,Los Angeles Lakers,W,,118,109,4,4,W 2,,2:11,,SAS,2021
9,"Sat, Jan 9, 2021",8:00p,,Box Score,@,Minnesota Timberwolves,W,OT,125,122,5,4,W 3,,2:28,,SAS,2021
10,"Sun, Jan 10, 2021",8:00p,,Box Score,@,Minnesota Timberwolves,L,,88,96,5,5,L 1,,2:11,,SAS,2021
11,"Tue, Jan 12, 2021",8:00p,,Box Score,@,Oklahoma City Thunder,W,,112,102,6,5,W 1,,2:09,,SAS,2021
12,"Thu, Jan 14, 2021",7:30p,,Box Score,,Houston Rockets,L,,105,109,6,6,L 1,,2:18,,SAS,2021
13,"Sat, Jan 16, 2021",5:00p,,Box Score,,Houston Rockets,W,,103,91,7,6,W 1,,2:12,,SAS,2021
14,"Mon, Jan 18, 2021",3:00p,,Box Score,@,Portland Trail Blazers,W,,125,104,8,6,W 2,,2:04,,SAS,2021
15,"Wed, Jan 20, 2021",10:00p,,Box Score,@,Golden State Warriors,L,,99,121,8,7,L 1,,2:09,,SAS,2021
16,"Fri, Jan 22, 2021",8:30p,,Box Score,,Dallas Mavericks,L,,117,122,8,8,L 2,,2:13,,SAS,2021
17,"Sun, Jan 24, 2021",8:00p,,Box Score,,Washington Wizards,W,,121,101,9,8,W 1,,1:59,,SAS,2021
18,"Wed, Jan 27, 2021",8:30p,,Box Score,,Boston Celtics,W,,110,106,10,8,W 2,,2:10,,SAS,2021
19,"Fri, Jan 29, 2021",8:30p,,Box Score,,Denver Nuggets,W,,119,109,11,8,W 3,,2:09,,SAS,2021
20,"Sat, Jan 30, 2021",8:30p,,Box Score,,Memphis Grizzlies,L,,112,129,11,9,L 1,,2:09,,SAS,2021
21,"Mon, Feb 1, 2021",8:30p,,Box Score,,Memphis Grizzlies,L,,102,133,11,10,L 2,,2:02,,SAS,2021
22,"Wed, Feb 3, 2021",8:30p,,Box Score,,Minnesota Timberwolves,W,,111,108,12,10,W 1,,2:08,,SAS,2021
23,"Sat, Feb 6, 2021",8:00p,,Box Score,@,Houston Rockets,W,,111,106,13,10,W 2,3313,2:20,,SAS,2021
24,"Mon, Feb 8, 2021",8:30p,,Box Score,,Golden State Warriors,W,,105,100,14,10,W 3,,2:17,,SAS,2021
25,"Tue, Feb 9, 2021",8:30p,,Box Score,,Golden State Warriors,L,,91,114,14,11,L 1,,2:11,,SAS,2021
26,"Fri, Feb 12, 2021",7:30p,,Box Score,@,Atlanta Hawks,W,,125,114,15,11,W 1,1451,2:10,,SAS,2021
27,"Sun, Feb 14, 2021",7:00p,,Box Score,@,Charlotte Hornets,W,,122,110,16,11,W 2,,2:06,,SAS,2021
28,"Wed, Feb 24, 2021",8:00p,,Box Score,@,Oklahoma City Thunder,L,,99,102,16,12,L 1,,2:01,,SAS,2021
29,"Sat, Feb 27, 2021",8:00p,,Box Score,,New Orleans Pelicans,W,,117,114,17,12,W 1,,2:17,,SAS,2021
30,"Mon, Mar 1, 2021",8:30p,,Box Score,,Brooklyn Nets,L,OT,113,124,17,13,L 1,,2:15,,SAS,2021
31,"Tue, Mar 2, 2021",8:30p,,Box Score,,New York Knicks,W,,119,93,18,13,W 1,,2:03,,SAS,2021
32,"Thu, Mar 4, 2021",9:00p,,Box Score,,Oklahoma City Thunder,L,,102,107,18,14,L 1,1000,2:07,,SAS,2021
33,"Wed, Mar 10, 2021",8:30p,,Box Score,@,Dallas Mavericks,L,,104,115,18,15,L 2,3813,2:13,,SAS,2021
34,"Fri, Mar 12, 2021",9:00p,,Box Score,,Orlando Magic,W,,104,77,19,15,W 1,3241,2:02,,SAS,2021
35,"Sun, Mar 14, 2021",6:30p,,Box Score,@,Philadelphia 76ers,L,,99,134,19,16,L 1,3071,2:08,,SAS,2021
