Unnamed: 0_level_1,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,eFG%,TOV%,ORB%,FT/FGA,eFG%,TOV%,DRB%,FT/FGA,Arena,Attendance,Team,Season
Team,51,31,55,27,5.38,-0.15,5.23,116.1,110.6,95.7,0.264,0.371,0.556,12.3,23.6,0.206,0.535,14.4,76.3,0.21,Rocket Mortgage Fieldhouse,777280,CLE,2023
Lg Rank,5,25,2,2,2.0,22.0,2.0,9.0,1.0,30.0,16.0,17.0,9.0,12.0,17.0,17.0,6.0,4.0,14.0,14.0,,9,CLE,2023
