G,Date,Start (ET),Unnamed: 3,Unnamed: 4,Unnamed: 5,Opponent,Unnamed: 7,Unnamed: 8,Tm,Opp,W,L,Streak,Attend.,LOG,Notes,Team,Season
1,"Wed, Oct 25, 2023",9:30p,,Box Score,@,San Antonio Spurs,W,,126,119,1,0,W 1,18947,2:20,,DAL,2024
2,"Fri, Oct 27, 2023",8:30p,,Box Score,,Brooklyn Nets,W,,125,120,2,0,W 2,20238,2:14,,DAL,2024
3,"Mon, Oct 30, 2023",8:00p,,Box Score,@,Memphis Grizzlies,W,,125,110,3,0,W 3,15031,2:14,,DAL,2024
4,"Wed, Nov 1, 2023",8:30p,,Box Score,,Chicago Bulls,W,,114,105,4,0,W 4,20103,2:07,,DAL,2024
5,"Fri, Nov 3, 2023",10:00p,,Box Score,@,Denver Nuggets,L,,114,125,4,1,L 1,19729,2:19,In-Season Tournament,DAL,2024
6,"Sun, Nov 5, 2023",7:30p,,Box Score,,Charlotte Hornets,W,,124,118,5,1,W 1,20052,2:22,,DAL,2024
7,"Mon, Nov 6, 2023",7:00p,,Box Score,@,Orlando Magic,W,,117,102,6,1,W 2,19409,2:22,,DAL,2024
8,"Wed, Nov 8, 2023",8:30p,,Box Score,,Toronto Raptors,L,,116,127,6,2,L 1,20063,2:19,,DAL,2024
9,"Fri, Nov 10, 2023",8:30p,,Box Score,,Los Angeles Clippers,W,,144,126,7,2,W 1,20377,2:24,In-Season Tournament,DAL,2024
10,"Sun, Nov 12, 2023",7:00p,,Box Score,@,New Orleans Pelicans,W,,136,124,8,2,W 2,16302,2:10,,DAL,2024
11,"Tue, Nov 14, 2023",8:00p,,Box Score,@,New Orleans Pelicans,L,,110,131,8,3,L 1,16354,2:10,In-Season Tournament,DAL,2024
12,"Wed, Nov 15, 2023",7:00p,,Box Score,@,Washington Wizards,W,,130,117,9,3,W 1,16632,2:07,,DAL,2024
13,"Sat, Nov 18, 2023",8:00p,,Box Score,@,Milwaukee Bucks,L,,125,132,9,4,L 1,18128,2:07,,DAL,2024
14,"Sun, Nov 19, 2023",7:30p,,Box Score,,Sacramento Kings,L,,113,129,9,5,L 2,20211,2:10,,DAL,2024
15,"Wed, Nov 22, 2023",10:30p,,Box Score,@,Los Angeles Lakers,W,,104,101,10,5,W 1,18997,2:12,,DAL,2024
16,"Sat, Nov 25, 2023",10:30p,,Box Score,@,Los Angeles Clippers,L,,88,107,10,6,L 1,19370,2:09,,DAL,2024
17,"Tue, Nov 28, 2023",8:30p,,Box Score,,Houston Rockets,W,,121,115,11,6,W 1,20103,2:35,In-Season Tournament,DAL,2024
18,"Fri, Dec 1, 2023",7:30p,,Box Score,,Memphis Grizzlies,L,,94,108,11,7,L 1,20150,2:08,,DAL,2024
19,"Sat, Dec 2, 2023",9:00p,,Box Score,,Oklahoma City Thunder,L,,120,126,11,8,L 2,20277,2:22,,DAL,2024
20,"Wed, Dec 6, 2023",8:30p,,Box Score,,Utah Jazz,W,,147,97,12,8,W 1,19877,2:02,,DAL,2024
21,"Fri, Dec 8, 2023",10:00p,,Box Score,@,Portland Trail Blazers,W,,125,112,13,8,W 2,18762,2:15,,DAL,2024
22,"Mon, Dec 11, 2023",8:00p,,Box Score,@,Memphis Grizzlies,W,,120,113,14,8,W 3,16379,2:11,,DAL,2024
23,"Tue, Dec 12, 2023",7:30p,,Box Score,,Los Angeles Lakers,W,,127,125,15,8,W 4,20377,2:21,,DAL,2024
24,"Thu, Dec 14, 2023",8:30p,,Box Score,,Minnesota Timberwolves,L,,101,119,15,9,L 1,20177,2:12,,DAL,2024
25,"Sat, Dec 16, 2023",9:00p,,Box Score,@,Portland Trail Blazers,W,,131,120,16,9,W 1,18439,2:12,,DAL,2024
