Unnamed: 0_level_1,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,eFG%,TOV%,ORB%,FT/FGA,eFG%,TOV%,DRB%,FT/FGA,Arena,Attendance,Team,Season
Team,46,36,46,36,1.76,-0.66,1.1,114.0,112.2,96.2,0.257,0.394,0.538,11.7,21.8,0.21,0.543,12.7,78.1,0.174,Kaseya Center,809743,MIA,2024
Lg Rank,16,13,16,16,16.0,30.0,18.0,21.0,5.0,29.0,8.0,14.0,20.0,12.0,26.0,6.0,13.0,8.0,2.0,5.0,,4,MIA,2024
