Unnamed: 0_level_1,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,eFG%,TOV%,ORB%,FT/FGA,eFG%,TOV%,DRB%,FT/FGA,Arena,Attendance,Team,Season
Team,58,24,50,32,3.63,-0.02,3.61,115.4,111.9,100.5,0.248,0.446,0.555,12.7,25.0,0.184,0.52,10.4,77.8,0.175,Fiserv Forum,718786,MIL,2023
Lg Rank,1,30,5,5,5.0,17.0,4.0,12.0,4.0,10.0,25.0,4.0,10.0,17.0,9.0,28.0,1.0,30.0,3.0,2.0,,19,MIL,2023
