Unnamed: 0_level_1,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,eFG%,TOV%,ORB%,FT/FGA,eFG%,TOV%,DRB%,FT/FGA,Arena,Attendance,Team,Season
Team,43,39,42,40,0.57,-0.15,0.43,114.5,113.9,101.3,0.299,0.351,0.542,12.3,22.8,0.232,0.535,10.9,76.3,0.171,Crypto.com Arena,763168,LAL,2023
Lg Rank,14,17,16,16,16.0,21.0,16.0,20.0,11.0,3.0,2.0,26.0,18.0,11.0,20.0,2.0,7.0,29.0,13.0,1.0,,11,LAL,2023
