Unnamed: 0_level_1,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,eFG%,TOV%,ORB%,FT/FGA,eFG%,TOV%,DRB%,FT/FGA,Arena,Attendance,Team,Season
Team,22,60,26,56,-6.49,0.69,-5.8,110.0,116.4,101.1,0.22,0.401,0.532,13.2,22.9,0.172,0.555,11.7,76.4,0.174,Frost Bank Center,742522,SAS,2024
Lg Rank,26,5,25,25,25.0,2.0,24.0,26.0,22.0,3.0,28.0,12.0,23.0,24.0,23.0,25.0,20.0,21.0,9.0,4.0,,15,SAS,2024
