Rk,Unnamed: 1,Salary,Team,Season
1,Chris Paul,"$41,358,814",PHO,2021
2,Devin Booker,"$29,467,800",PHO,2021
3,Deandre Ayton,"$10,018,200",PHO,2021
4,Jae Crowder,"$9,258,000",PHO,2021
5,Dario Å ariÄ,"$9,250,000",PHO,2021
6,Mikal Bridges,"$4,359,000",PHO,2021
7,Jalen Smith,"$4,245,720",PHO,2021
8,Cameron Johnson,"$4,235,160",PHO,2021
9,Jevon Carter,"$3,925,000",PHO,2021
10,Cameron Payne,"$1,977,011",PHO,2021
11,Abdel Nader,"$1,752,950",PHO,2021
12,Langston Galloway,"$1,620,564",PHO,2021
13,Frank Kaminsky,"$1,620,564",PHO,2021
14,E'Twaun Moore,"$1,620,564",PHO,2021
15,Torrey Craig,"$1,620,564",PHO,2021
16,Damian Jones,"$785,285",PHO,2021
17,Ty-Shon Alexander,$0,PHO,2021
