Unnamed: 0_level_1,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,eFG%,TOV%,ORB%,FT/FGA,eFG%,TOV%,DRB%,FT/FGA,Arena,Attendance,Team,Season
Team,45,37,43,39,0.85,0.18,1.03,115.0,114.1,98.3,0.26,0.397,0.562,12.7,19.6,0.208,0.53,12.2,73.7,0.212,Barclays Center,724439,BRK,2023
Lg Rank,9,21,15,15,15.0,7.0,14.0,17.0,13.0,21.0,18.0,11.0,7.0,16.0,29.0,15.0,4.0,18.0,28.0,18.0,,16,BRK,2023
