G,Date,Start (ET),Unnamed: 3,Unnamed: 4,Unnamed: 5,Opponent,Unnamed: 7,Unnamed: 8,Tm,Opp,W,L,Streak,Attend.,LOG,Notes,Team,Season
1,"Wed, Dec 23, 2020",7:00p,,Box Score,,Miami Heat,W,,113,107,1,0,W 1,3396,2:11,,ORL,2021
2,"Sat, Dec 26, 2020",7:00p,,Box Score,@,Washington Wizards,W,,130,120,2,0,W 2,,2:15,,ORL,2021
3,"Sun, Dec 27, 2020",7:00p,,Box Score,@,Washington Wizards,W,,120,113,3,0,W 3,,2:11,,ORL,2021
4,"Tue, Dec 29, 2020",8:00p,,Box Score,@,Oklahoma City Thunder,W,,118,107,4,0,W 4,,2:05,,ORL,2021
5,"Thu, Dec 31, 2020",6:30p,,Box Score,,Philadelphia 76ers,L,,92,116,4,1,L 1,3247,2:02,,ORL,2021
6,"Sat, Jan 2, 2021",7:00p,,Box Score,,Oklahoma City Thunder,L,,99,108,4,2,L 2,3339,2:02,,ORL,2021
7,"Mon, Jan 4, 2021",7:00p,,Box Score,,Cleveland Cavaliers,W,,103,83,5,2,W 1,2726,2:04,,ORL,2021
8,"Wed, Jan 6, 2021",7:00p,,Box Score,,Cleveland Cavaliers,W,,105,94,6,2,W 2,2948,2:06,,ORL,2021
9,"Fri, Jan 8, 2021",8:00p,,Box Score,@,Houston Rockets,L,,90,132,6,3,L 1,3039,1:56,,ORL,2021
10,"Sat, Jan 9, 2021",8:30p,,Box Score,@,Dallas Mavericks,L,,98,112,6,4,L 2,,2:07,,ORL,2021
11,"Mon, Jan 11, 2021",7:00p,,Box Score,,Milwaukee Bucks,L,,99,121,6,5,L 3,3248,2:05,,ORL,2021
12,"Fri, Jan 15, 2021",7:30p,,Box Score,@,Boston Celtics,L,,97,124,6,6,L 4,,2:05,,ORL,2021
13,"Sat, Jan 16, 2021",6:00p,,Box Score,@,Brooklyn Nets,L,,115,122,6,7,L 5,,2:13,,ORL,2021
14,"Mon, Jan 18, 2021",12:00p,,Box Score,@,New York Knicks,L,,84,91,6,8,L 6,,2:13,,ORL,2021
15,"Wed, Jan 20, 2021",8:00p,,Box Score,@,Minnesota Timberwolves,W,,97,96,7,8,W 1,,2:15,,ORL,2021
16,"Fri, Jan 22, 2021",7:00p,,Box Score,@,Indiana Pacers,L,OT,118,120,7,9,L 1,,2:28,,ORL,2021
17,"Sun, Jan 24, 2021",7:00p,,Box Score,,Charlotte Hornets,L,,104,107,7,10,L 2,3507,2:09,,ORL,2021
18,"Mon, Jan 25, 2021",7:00p,,Box Score,,Charlotte Hornets,W,,117,108,8,10,W 1,3167,2:14,,ORL,2021
19,"Wed, Jan 27, 2021",7:00p,,Box Score,,Sacramento Kings,L,,107,121,8,11,L 1,3216,2:10,,ORL,2021
20,"Fri, Jan 29, 2021",8:00p,,Box Score,,Los Angeles Clippers,L,,90,116,8,12,L 2,3763,2:02,,ORL,2021
21,"Sun, Jan 31, 2021",7:00p,,Box Score,@,Toronto Raptors,L,,102,115,8,13,L 3,,2:14,,ORL,2021
22,"Tue, Feb 2, 2021",7:00p,,Box Score,,Toronto Raptors,L,,108,123,8,14,L 4,3211,2:06,,ORL,2021
23,"Fri, Feb 5, 2021",7:00p,,Box Score,,Chicago Bulls,W,,123,119,9,14,W 1,3535,2:18,,ORL,2021
24,"Sat, Feb 6, 2021",7:00p,,Box Score,,Chicago Bulls,L,,92,118,9,15,L 1,3880,2:02,,ORL,2021
25,"Tue, Feb 9, 2021",10:00p,,Box Score,@,Portland Trail Blazers,L,,97,106,9,16,L 2,,2:05,,ORL,2021
26,"Thu, Feb 11, 2021",10:00p,,Box Score,@,Golden State Warriors,L,,105,111,9,17,L 3,,2:07,,ORL,2021
27,"Fri, Feb 12, 2021",10:00p,,Box Score,@,Sacramento Kings,W,,123,112,10,17,W 1,,2:01,,ORL,2021
28,"Sun, Feb 14, 2021",9:00p,,Box Score,@,Phoenix Suns,L,,90,109,10,18,L 1,1732,1:54,,ORL,2021
29,"Wed, Feb 17, 2021",7:00p,,Box Score,,New York Knicks,W,,107,89,11,18,W 1,4249,2:04,,ORL,2021
30,"Fri, Feb 19, 2021",7:00p,,Box Score,,Golden State Warriors,W,,124,120,12,18,W 2,4287,2:09,,ORL,2021
31,"Sun, Feb 21, 2021",7:00p,,Box Score,,Detroit Pistons,W,,105,96,13,18,W 3,4002,2:08,,ORL,2021
32,"Tue, Feb 23, 2021",7:00p,,Box Score,,Detroit Pistons,L,,93,105,13,19,L 1,3631,2:04,,ORL,2021
33,"Thu, Feb 25, 2021",7:30p,,Box Score,@,Brooklyn Nets,L,,92,129,13,20,L 2,327,1:54,,ORL,2021
34,"Sat, Feb 27, 2021",8:00p,,Box Score,,Utah Jazz,L,,109,124,13,21,L 3,4242,2:05,,ORL,2021
35,"Mon, Mar 1, 2021",7:00p,,Box Score,,Dallas Mavericks,L,,124,130,13,22,L 4,3766,2:05,,ORL,2021
36,"Wed, Mar 3, 2021",8:00p,,Box Score,,Atlanta Hawks,L,,112,115,13,23,L 5,3969,2:18,,ORL,2021
37,"Thu, Mar 11, 2021",8:00p,,Box Score,@,Miami Heat,L,,103,111,13,24,L 6,,2:07,,ORL,2021
38,"Fri, Mar 12, 2021",9:00p,,Box Score,@,San Antonio Spurs,L,,77,104,13,25,L 7,3241,2:02,,ORL,2021
39,"Sun, Mar 14, 2021",7:00p,,Box Score,,Miami Heat,L,,97,102,13,26,L 8,3264,2:07,,ORL,2021
40,"Thu, Mar 18, 2021",7:30p,,Box Score,@,New York Knicks,L,,93,94,13,27,L 9,1531,2:04,,ORL,2021
41,"Fri, Mar 19, 2021",8:00p,,Box Score,,Brooklyn Nets,W,,121,113,14,27,W 1,3665,2:03,,ORL,2021
42,"Sun, Mar 21, 2021",3:30p,,Box Score,@,Boston Celtics,L,,96,112,14,28,L 1,,2:03,,ORL,2021
43,"Tue, Mar 23, 2021",7:00p,,Box Score,,Denver Nuggets,L,,99,110,14,29,L 2,3485,1:56,,ORL,2021
44,"Wed, Mar 24, 2021",8:00p,,Box Score,,Phoenix Suns,W,,112,111,15,29,W 1,3891,2:05,,ORL,2021
45,"Fri, Mar 26, 2021",8:00p,,Box Score,,Portland Trail Blazers,L,,105,112,15,30,L 1,3827,2:08,,ORL,2021
46,"Sun, Mar 28, 2021",10:00p,,Box Score,@,Los Angeles Lakers,L,,93,96,15,31,L 2,,2:11,,ORL,2021
47,"Tue, Mar 30, 2021",10:00p,,Box Score,@,Los Angeles Clippers,W,,103,96,16,31,W 1,,2:10,,ORL,2021
48,"Thu, Apr 1, 2021",8:00p,,Box Score,@,New Orleans Pelicans,W,OT,115,110,17,31,W 2,3700,2:30,,ORL,2021
49,"Sat, Apr 3, 2021",9:00p,,Box Score,@,Utah Jazz,L,,91,137,17,32,L 1,5546,2:06,,ORL,2021
50,"Sun, Apr 4, 2021",10:00p,,Box Score,@,Denver Nuggets,L,,109,119,17,33,L 2,3927,2:14,,ORL,2021
51,"Wed, Apr 7, 2021",7:00p,,Box Score,,Washington Wizards,L,,116,131,17,34,L 3,3991,2:10,,ORL,2021
