No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College,Team,Season
8,Grayson Allen,SG,6-3,198,"October 8, 1995",us US,5,Duke,PHO,2024
27,Udoka Azubuike,C,6-11,270,"September 17, 1999",ng NG,3,Kansas,PHO,2024
21,Keita Bates-Diop,SF,6-8,229,"January 23, 1996",us US,5,Ohio State,PHO,2024
3,Bradley Beal,SG,6-4,207,"June 28, 1993",us US,11,Florida,PHO,2024
11,Bol Bol,PF,7-3,220,"November 16, 1999",sd SD,4,Oregon,PHO,2024
1,Devin Booker,PG,6-5,206,"October 30, 1996",us US,8,Kentucky,PHO,2024
35,Kevin Durant,PF,6-11,240,"September 29, 1988",us US,15,Texas,PHO,2024
14,Drew Eubanks,C,6-10,245,"February 1, 1997",us US,5,Oregon State,PHO,2024
0,Jordan Goodwin,PG,6-3,215,"October 23, 1998",us US,2,Saint Louis,PHO,2024
23,Eric Gordon,SG,6-3,215,"December 25, 1988",us US,15,Indiana,PHO,2024
38,Saben Lee,PG,6-2,183,"June 23, 1999",us US,3,Vanderbilt,PHO,2024
25,Nassir Little,SF,6-6,220,"February 11, 2000",us US,4,UNC,PHO,2024
12,ThÃ©o Maledon,PG,6-4,175,"June 12, 2001",fr FR,3,,PHO,2024
4,Chimezie Metu,C,6-10,225,"March 22, 1997",us US,5,USC,PHO,2024
20,Jusuf NurkiÄ,C,6-11,290,"August 23, 1994",ba BA,9,,PHO,2024
0,Royce O'Neale,SF,6-6,226,"June 5, 1993",us US,6,"Denver, Baylor",PHO,2024
2,Josh Okogie,SG,6-4,213,"September 1, 1998",ng NG,5,Georgia Tech,PHO,2024
21,David Roddy,PF,6-5,255,"March 27, 2001",us US,1,Colorado State,PHO,2024
4,Isaiah Thomas,PG,5-9,185,"February 7, 1989",us US,11,Washington,PHO,2024
12,Ish Wainright,SF,6-5,250,"September 12, 1994",us US,2,Baylor,PHO,2024
18,Yuta Watanabe,SF,6-9,215,"October 13, 1994",jp JP,5,George Washington,PHO,2024
30,Thaddeus Young,PF,6-8,225,"June 21, 1988",us US,16,Georgia Tech,PHO,2024
