Unnamed: 0_level_1,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,eFG%,TOV%,ORB%,FT/FGA,eFG%,TOV%,DRB%,FT/FGA,Arena,Attendance,Team,Season
Team,46,36,45,37,1.74,0.55,2.29,116.9,115.2,98.8,0.229,0.432,0.556,11.6,24.5,0.171,0.555,12.5,78.4,0.213,Golden 1 Center,735015,SAC,2024
Lg Rank,16,13,17,17,17.0,4.0,14.0,13.0,14.0,14.0,22.0,3.0,14.0,10.0,14.0,26.0,21.0,10.0,1.0,25.0,,19,SAC,2024
